timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status
00:19.9,373.3,9.02,275.15,40.15,OK
00:19.9,477.75,9.02,263.8,40.15,OK
00:19.9,598.35,19.28,268.1,40.15,OK
00:19.9,724.4,19.28,265.6,40.15,OK
00:19.9,827.65,19.28,272.8,40.15,OK
00:19.9,944,19.28,263.15,40.15,OK
00:19.9,1045.75,19.28,273.95,40.15,OK
00:19.9,1148.4,19.28,278.4,40.15,OK
00:19.9,1239.1,19.28,297.1,40.15,OK
00:20.0,1298.05,19.28,318.7,40.15,OK
00:20.0,1337.85,19.28,346.55,40.15,OK
00:20.0,1322.05,19.28,373.5,40.15,OK
00:20.0,1285.5,19.28,394.15,40.15,OK
00:20.0,1252.8,19.28,417.15,40.15,OK
00:20.0,1229.25,19.28,423,40.15,OK
00:20.0,1222.5,19.28,416.85,40.15,OK
00:20.0,1234,19.28,422.55,40.15,OK
00:20.0,1260.6,19.28,418.3,40.15,OK
00:20.0,1288.35,19.28,428.25,40.15,OK
00:20.1,1330.2,19.28,448.95,40.15,OK
00:20.1,1354.65,19.28,462.55,40.15,OK
00:20.1,1376.3,19.28,454.5,40.15,OK
00:20.1,1425.85,19.28,454.15,40.15,OK
00:20.1,1442.65,19.28,475.9,40.15,OK
00:20.1,1420,19.28,479.1,40.15,OK
00:20.1,1362.95,19.28,485.55,40.15,OK
00:20.1,1229.45,19.28,470.35,40.15,OK
00:20.1,1104.05,19.28,459.9,40.15,OK
00:20.2,987.6,19.28,435.65,40.15,OK
00:20.2,878.9,19.28,399.45,40.15,OK
00:20.2,777.35,19.28,363.75,40.15,OK
00:20.2,680.4,19.28,325.85,40.15,OK
00:20.2,587.2,19.28,282.9,40.15,OK
00:20.2,498.15,19.28,246.95,40.15,OK
00:20.2,413.95,19.28,217.95,40.15,OK
00:20.2,335.6,19.28,165.65,40.15,OK
00:20.2,264.25,19.28,148.05,40.15,OK
00:20.2,200.9,19.28,152.6,40.15,OK
00:20.2,145.85,19.28,179.9,40.15,OK
