wall_time,elapsed_s,marker,beat_id,footL_idx,peakL_idx,footR_idx,peakR_idx,RT_L_ms,RT_R_ms,DeltaRT_ms,AUSP_L,AUSP_R,AUSPR,DeltaTD_ms,HSI,risk,baseL,baseR,alpha_used,auto_baseline_active
2025-10-27T22:07:34,14.437,none,1,14,21,13,20,140.0,140.0,0.0,0.108301,0.147395,1.360972,20.0,1.175,WARN,50.1717,75.4462,0.10,1
2025-10-27T22:07:35,15.281,none,2,56,63,55,62,140.0,140.0,0.0,0.084399,0.137324,1.494030,20.0,1.530,WARN,40.5175,60.9399,0.10,1
2025-10-27T22:07:36,16.187,none,3,99,106,99,106,140.0,140.0,0.0,0.443587,0.557464,1.360972,0.0,1.175,WARN,56.2092,81.9545,0.10,1
2025-10-27T22:07:36,16.906,none,4,136,143,134,141,140.0,140.0,0.0,0.150390,0.133996,1.308845,40.0,1.026,WARN,57.3280,77.8824,0.10,1
2025-10-27T22:07:37,17.734,none,5,177,184,174,181,140.0,140.0,0.0,0.180196,0.144185,1.256718,60.0,1.671,WARN,55.9219,72.8629,0.10,1
2025-10-27T22:07:38,18.515,none,6,216,223,213,220,140.0,140.0,0.0,0.174647,0.160749,0.920422,60.0,1.116,WARN,57.2188,75.6709,0.10,1
2025-10-27T22:07:39,19.234,none,7,254,261,252,259,140.0,140.0,0.0,0.053908,0.159140,0.920422,40.0,0.316,OK,55.0152,77.8906,0.10,1
2025-10-27T22:07:39,20.078,none,8,294,301,291,298,140.0,140.0,0.0,0.217984,0.127590,0.890988,60.0,1.240,WARN,54.7372,76.2427,0.10,1
2025-10-27T22:07:40,20.796,none,9,330,337,328,335,140.0,140.0,0.0,0.095532,0.106937,0.920422,40.0,0.316,OK,53.7940,74.5476,0.10,1
2025-10-27T22:07:41,21.515,none,10,366,373,366,373,140.0,140.0,0.0,0.032323,0.144891,1.119382,0.0,0.430,OK,50.1608,73.5834,0.10,1
2025-10-27T22:07:42,22.296,none,11,403,410,401,408,140.0,140.0,0.0,0.057747,0.077449,1.341176,40.0,1.119,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:07:42,22.906,none,12,437,444,435,442,140.0,140.0,0.0,0.134052,0.058398,1.119382,40.0,0.430,OK,48.0182,72.1112,0.10,0
2025-10-27T22:07:47,27.218,pressure_start,13,652,659,651,658,140.0,140.0,0.0,0.715790,0.195963,1.119382,20.0,0.430,OK,48.0182,72.1112,0.10,0
2025-10-27T22:07:48,28.843,pressure_start,14,730,737,728,735,140.0,140.0,0.0,0.071981,0.124026,1.341176,40.0,1.119,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:07:49,29.562,pressure_start,15,769,776,768,775,140.0,140.0,0.0,0.122147,0.123343,1.009792,20.0,0.037,OK,48.0182,72.1112,0.10,0
2025-10-27T22:07:50,30.343,pressure_start,16,807,814,807,814,140.0,140.0,0.0,0.162017,0.223326,1.009792,0.0,0.037,OK,48.0182,72.1112,0.10,0
2025-10-27T22:07:50,31.062,pressure_start,17,843,850,842,849,140.0,140.0,0.0,0.035258,0.053767,1.378412,20.0,1.223,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:07:51,31.843,pressure_start,18,882,889,880,887,140.0,140.0,0.0,0.113539,0.100323,1.378412,40.0,1.223,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:07:52,32.562,pressure_start,19,918,925,919,926,140.0,140.0,0.0,0.084705,0.143611,1.378412,20.0,1.223,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:03,43.296,peak_pressure,20,1455,1462,1455,1462,140.0,140.0,0.0,1.243635,1.529098,1.378412,0.0,1.223,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:04,44.625,peak_pressure,21,1522,1529,1522,1529,140.0,140.0,0.0,0.984883,1.057954,1.229540,0.0,0.788,OK,48.0182,72.1112,0.10,0
2025-10-27T22:08:07,47.796,peak_pressure,22,1681,1688,1678,1685,140.0,140.0,0.0,3.803311,1.512528,1.074192,60.0,1.073,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:09,49.359,peak_pressure,23,1758,1765,1757,1764,140.0,140.0,0.0,1.464793,0.930984,1.074192,20.0,0.273,OK,48.0182,72.1112,0.10,0
2025-10-27T22:08:09,49.781,peak_pressure,24,1778,1785,1779,1786,140.0,140.0,0.0,0.324885,0.148486,0.635574,20.0,1.727,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:10,50.140,peak_pressure,25,1797,1804,1796,1803,140.0,140.0,0.0,3.539412,1.985431,0.560949,20.0,2.204,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:08:10,50.859,peak_pressure,26,1829,1836,1827,1832,140.0,100.0,40.0,0.893510,0.508302,0.560949,80.0,3.804,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:08:12,52.234,peak_pressure,27,1901,1908,1902,1909,140.0,140.0,0.0,0.696051,0.518168,0.568882,20.0,2.150,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:08:19,59.312,peak_pressure,28,2256,2263,2257,2264,140.0,140.0,0.0,0.173530,0.105191,0.568882,20.0,2.150,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:08:19,59.671,peak_pressure,29,2273,2280,2274,2281,140.0,140.0,0.0,0.028652,0.255130,0.606181,20.0,1.908,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:32,72.156,peak_pressure,30,2897,2904,2898,2905,140.0,140.0,0.0,0.738855,0.497817,0.673768,20.0,1.505,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:34,74.500,peak_pressure,31,3016,3023,3015,3022,140.0,140.0,0.0,0.159021,0.141053,0.744440,20.0,1.125,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:42,82.187,peak_pressure,32,3401,3408,3398,3403,140.0,100.0,40.0,0.320423,0.044347,0.673768,100.0,3.905,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:08:45,85.234,peak_pressure,33,3553,3560,3552,3559,140.0,140.0,0.0,0.421772,0.142006,0.673768,20.0,1.505,WARN,48.0182,72.1112,0.10,0
2025-10-27T22:08:53,93.703,peak_pressure,34,3972,3979,3975,3982,140.0,140.0,0.0,0.154413,0.059928,0.500000,60.0,3.442,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:09:08,108.281,peak_pressure,35,4702,4709,4706,4713,140.0,140.0,0.0,0.269155,0.030975,0.500000,80.0,4.242,HIGH,48.0182,72.1112,0.10,0
2025-10-27T22:09:13,113.671,peak_pressure,36,4970,4977,4974,4981,140.0,140.0,0.0,0.521744,0.029881,0.500000,80.0,4.242,HIGH,48.0182,72.1112,0.10,0
