timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,delta,status
2025-08-12 14:30,256.31,0,341.62,0,0,SKIP
2025-08-12 14:30,496.85,0,663.74,0,0,SKIP
2025-08-12 14:30,721.74,0,965.87,0,0,SKIP
2025-08-12 14:30,929.96,0,1245.65,0,0,SKIP
2025-08-12 14:30,1120.55,0,1502.75,0,0,SKIP
2025-08-12 14:30,1037.82,0,1397.53,0,0,SKIP
2025-08-12 14:30,954.07,0,1288.82,0,0,SKIP
2025-08-12 14:30,871.68,0,1177.42,0,0,SKIP
2025-08-12 14:30,791.01,0,1069.61,0,0,SKIP
2025-08-12 14:30,713.16,0,962.99,0,0,SKIP
2025-08-12 14:30,638.03,0,859.27,0,0,SKIP
2025-08-12 14:30,563.81,0,758.17,0,0,SKIP
2025-08-12 14:30,488.78,0,661.32,0,0,SKIP
2025-08-12 14:30,414.92,0,565.89,0,0,SKIP
2025-08-12 14:30,341.64,0,472.8,0,0,SKIP
2025-08-12 14:30,267.81,0,380.26,0,0,SKIP
2025-08-12 14:30,194.83,0,289.99,0,0,SKIP
2025-08-12 14:30,121.18,0,198.87,0,0,SKIP
2025-08-12 14:30,47.51,0,107.74,0,0,SKIP
2025-08-12 14:30,-27.84,0,18.16,0,0,SKIP
2025-08-12 14:30,-86.49,0,-54.21,0,0,SKIP
2025-08-12 14:30,-130.76,0,-108.61,0,0,SKIP
2025-08-12 14:30,-158.68,0,-143.4,0,0,SKIP
2025-08-12 14:30,-171.68,0,-159.44,0,0,SKIP
2025-08-12 14:30,-169.29,0,-157.78,0,0,SKIP
2025-08-12 14:30,-167.78,0,-153.9,0,0,SKIP
2025-08-12 14:30,-165.31,0,-150.05,0,0,SKIP
2025-08-12 14:30,-163.25,0,-145.88,0,0,SKIP
2025-08-12 14:30,-164.21,0,-142.84,0,0,SKIP
2025-08-12 14:30,-163.19,0,-139.19,0,0,SKIP
2025-08-12 14:30,-161.9,0,-137.37,0,0,SKIP
2025-08-12 14:30,-160.15,0,-135.52,0,0,SKIP
2025-08-12 14:30,-158.42,0,-133.11,0,0,SKIP
2025-08-12 14:30,-154.41,0,-128.63,0,0,SKIP
2025-08-12 14:30,-147.49,0,-122.5,0,0,SKIP
2025-08-12 14:30,-139.03,0,-112.93,0,0,SKIP
2025-08-12 14:30,-126.09,0,-98.9,0,0,SKIP
2025-08-12 14:30,-106.92,0,-76.95,0,0,SKIP
2025-08-12 14:30,-82.7,0,-50.43,0,0,SKIP
2025-08-12 14:30,-57.13,0,-18.66,0,0,SKIP
2025-08-12 14:30,-26.46,0,19.63,0,0,SKIP
2025-08-12 14:30,4.77,0,57.49,0,0,SKIP
2025-08-12 14:30,33.49,0,92.39,0,0,SKIP
2025-08-12 14:30,59.96,0,123.42,0,-10,SKIP
2025-08-12 14:30,85.04,0,146.07,0,-10,SKIP
2025-08-12 14:30,105.05,0,160.58,0,-10,SKIP
