,DeltaTD_ms,DeltaTD_ms,DeltaTD_ms,PAD_ms,PAD_ms,PAD_ms,AUSPR,AUSPR,AUSPR,HSI,HSI,HSI,AmpRatio_norm,AmpRatio_norm,AmpRatio_norm
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
Section,,,,,,,,,,,,,,,
Baseline,15.435,12.615,92,-14.565,13.621,92,0.982,0.179,92,0.547,0.382,92,1.029,0.239,87
Pressure,14.0,25.033,10,-14.0,25.033,10,1.351,0.565,10,1.523,1.395,10,1.517,0.598,10
Recovery,10.118,16.511,85,-10.118,16.511,85,0.721,0.232,85,1.526,0.767,85,0.597,0.237,85
