,DeltaTD_ms,DeltaTD_ms,DeltaTD_ms,PAD_ms,PAD_ms,PAD_ms,AUSPR,AUSPR,AUSPR,HSI,HSI,HSI,AmpRatio_norm,AmpRatio_norm,AmpRatio_norm
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
Section,,,,,,,,,,,,,,,
Baseline,12.558,10.648,86,4.651,15.845,86,1.07,0.286,86,0.772,0.572,86,1.023,0.108,81
Pressure,30.909,25.867,11,1.818,41.429,11,1.196,0.298,11,1.299,0.972,11,6.376,8.854,11
Recovery,45.588,18.559,68,-45.294,18.805,68,0.812,0.387,68,2.019,1.146,68,0.722,0.12,68
