Section,DeltaTD_n_mean,DeltaTD_n_std,PAD_ms_n_mean,PAD_ms_s_std,AUSPR_mean,AUSPR_std,HSI_mean,HSI_std,AmpRatio_mean,AmpRatio_norm_std
Baseline,13.455019556714472,14.139559811539677,13.402868318122556,14.078227625219505,1.2548501225554107,0.38850109323302284,0.6693688517602473,0.5168512180817632,1.3448858891786182,0.19752109805958393
Pressure,11.583011583011583,11.108235993984893,11.454311454311455,11.079412740344699,1.016321703989704,0.29636820772773065,0.705526413120945,0.6833297125104495,0.9627377220077219,0.23325010454460526
Recovery,15.401730531520396,13.98790308248948,15.401730531520396,13.98790308248948,0.993636327564895,0.24793346106050476,0.5945653448746676,0.6304713057226429,1.011341781211372,0.2690237394285487
