timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,delta,status
2025-08-12 14:33,778.05,0,361.57,0,0,SKIP
2025-08-12 14:33,1515.15,0,750.28,0,0,SKIP
2025-08-12 14:33,2211.3,0,1164.65,0,0,SKIP
2025-08-12 14:33,2866.5,0,1602.39,0,0,SKIP
2025-08-12 14:33,3480.75,0,2061.01,0,0,SKIP
2025-08-12 14:33,3276,0,2175.5,0,0,SKIP
2025-08-12 14:33,3071.25,0,2271.77,0,0,SKIP
2025-08-12 14:33,2866.5,0,2352.6,0,0,SKIP
2025-08-12 14:33,2661.75,0,2414.94,0,0,SKIP
2025-08-12 14:33,2456.05,0,2458,0,0,SKIP
2025-08-12 14:33,2247.36,0,2461.67,0,0,SKIP
2025-08-12 14:33,2033.94,0,2415.47,0,0,SKIP
2025-08-12 14:33,1814.53,0,2318.1,0,0,SKIP
2025-08-12 14:33,1596.31,0,2174.9,0,0,SKIP
2025-08-12 14:33,1373.75,0,1989.15,0,0,SKIP
2025-08-12 14:33,1153.01,0,1784.4,0,0,SKIP
2025-08-12 14:33,937.28,0,1579.65,0,0,SKIP
2025-08-12 14:33,725.78,0,1374.9,0,0,SKIP
2025-08-12 14:33,508.26,0,1170.15,0,0,SKIP
2025-08-12 14:33,293.43,0,965.4,0,0,SKIP
2025-08-12 14:33,115.31,0,779.68,0,0,SKIP
2025-08-12 14:33,-26.02,0,615.42,0,0,SKIP
2025-08-12 14:33,-130.47,0,475.1,0,0,SKIP
2025-08-12 14:33,-190.53,0,361.21,0,0,SKIP
2025-08-12 14:33,-208.76,0,276.24,0,0,SKIP
2025-08-12 14:33,-221.7,0,201.13,0,0,SKIP
2025-08-12 14:33,-228.97,0,122.59,0,0,SKIP
2025-08-12 14:33,-228.32,0,36.7,0,0,SKIP
2025-08-12 14:33,-221.43,0,-60.77,0,0,SKIP
2025-08-12 14:33,-210.91,0,-169.67,0,0,SKIP
2025-08-12 14:33,-193.47,0,-291.08,0,0,SKIP
2025-08-12 14:33,-174.47,0,-413.93,0,0,SKIP
2025-08-12 14:33,-147.89,0,-535.93,0,0,SKIP
2025-08-12 14:33,-117,0,-652.74,0,0,SKIP
2025-08-12 14:33,-76.47,0,-767.68,0,0,SKIP
2025-08-12 14:33,-29.33,0,-877.73,0,0,SKIP
2025-08-12 14:33,18.46,0,-981.77,0,0,SKIP
2025-08-12 14:33,57.6,0,-1077.78,0,0,SKIP
2025-08-12 14:33,79.13,0,-1165.36,0,0,SKIP
2025-08-12 14:33,80.51,0,-1243.75,0,0,SKIP
2025-08-12 14:33,59.78,0,-1311.85,0,0,SKIP
2025-08-12 14:33,26.32,0,-1369.38,0,0,SKIP
2025-08-12 14:33,-16.46,0,-1419.5,0,0,SKIP
2025-08-12 14:33,-55.81,0,-1464.45,0,0,SKIP
2025-08-12 14:33,-92.86,0,-1503.5,0,0,SKIP
2025-08-12 14:33,-127.13,0,-1538.36,0,0,SKIP
2025-08-12 14:33,-156.04,0,-1568.87,0,0,SKIP
2025-08-12 14:33,-182.71,0,-1592.11,0,0,SKIP
2025-08-12 14:33,-208.26,0,-1606,0,0,SKIP
