timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm
45:01.5,-19.8,82.44,11.55,0
45:01.5,-11.95,82.44,7.25,0
45:01.5,-2.65,82.44,7.4,0
45:01.5,14.2,82.44,3.55,0
45:01.5,30.85,82.44,-8.25,0
45:01.5,45.8,82.44,-6.15,0
45:01.5,70.2,82.44,-16.75,0
45:01.5,113.55,82.44,-7.95,0
45:01.5,168.25,82.44,-7.95,0
45:01.6,237.7,82.44,-15.95,0
45:01.6,327.6,82.44,-26.25,0
45:01.6,460.1,82.44,-14.8,0
45:01.6,584.9,84.13,-7.75,0
45:01.6,737.1,84.13,-19.6,0
45:01.6,894.55,84.13,-36.4,0
45:01.6,1043.95,84.13,-45.55,0
45:01.6,1157.15,84.13,-54.75,0
45:01.6,1280.7,84.13,-78.35,0
45:01.6,1382.2,84.13,-92.8,0
45:01.7,1384.5,84.13,-105.6,0
45:01.7,1282.1,84.13,-136.3,0
45:01.7,1180.05,84.13,-162.3,0
45:01.7,1078.45,84.13,-181.65,0
45:01.7,977.7,84.13,-212.85,0
45:01.7,877.85,84.13,-223.35,0
45:01.7,778.85,84.13,-243.85,0
45:01.7,681.25,84.13,-238.3,0
45:01.7,586.1,84.13,-232.65,0
45:01.7,494.15,84.13,-214,0
45:01.8,406.35,84.13,-189.1,0
45:01.8,324,84.13,-154.7,0
45:01.8,249.65,84.13,-106.4,0
45:01.8,183.3,84.13,-72.7,0
45:01.8,126.8,84.13,-14.95,0
45:01.8,80.95,84.13,16.75,0
45:01.8,45.9,84.13,45.8,0
45:01.8,20.3,84.13,59.85,0
45:01.8,5.2,84.13,74.95,0
45:01.8,0,84.13,93.25,0
45:01.9,0,84.13,87,0
45:01.9,0,84.13,96.3,0
45:01.9,0,84.13,83.35,0
45:01.9,0,84.13,89.35,0
45:01.9,0,84.13,79.3,0
45:01.9,0,84.13,48.25,0
45:01.9,0,84.13,41.3,0
45:01.9,0,84.13,-9,0
45:01.9,0,84.13,-91.9,0
45:01.9,0,84.13,-189.75,0
45:02.0,0,84.13,-362.95,0
45:02.0,0,84.13,-568.7,0
45:02.0,0,84.13,-785.95,0
45:02.0,0,84.13,-964.7,0
45:02.0,0,84.13,-1122.95,0
45:02.0,0,84.13,-1215.7,0
45:02.0,-58.9,84.13,-1274.3,0
45:02.0,-182.15,84.13,-1262.75,0
45:02.0,-255.05,84.13,-1174.7,0
45:02.0,-311.25,84.13,-1085.9,0
45:02.1,-337.15,84.13,-997.55,0
45:02.1,-375,84.13,-908.75,0
45:02.1,-433.55,84.13,-820.55,0
45:02.1,-530.55,84.13,-731.9,0
45:02.1,-739.75,84.13,-643.5,0
45:02.1,-1064.4,84.13,-556.4,0
45:02.1,-1445.5,84.13,-469.3,0
45:02.1,-1833.45,84.13,-384.45,0
45:02.1,-2176.3,84.13,-303.65,0
45:02.1,-2451.35,84.13,-227.9,0
45:02.2,-2618.15,84.13,-161.45,0
45:02.2,-2684.1,84.13,-106.55,0
45:02.2,-2690.65,84.13,-64.5,35.29
45:02.2,-2551.9,84.13,-34,35.29
45:02.2,-2347.15,84.13,-14.7,35.29
45:02.2,-2142.4,84.13,-3.8,35.29
45:02.2,-1940.75,84.13,0,35.29
45:02.2,-1745.75,84.13,0,35.29
45:02.2,-1555.1,84.13,0,35.29
45:02.2,-1368.15,84.13,0,35.29
45:02.3,-1183.5,84.13,0,35.29
45:02.3,-1001.9,85.34,0,35.29
45:02.3,-824.6,85.34,0,35.29
45:02.3,-653.85,85.34,0,35.29
45:02.3,-495.9,85.34,0,35.29
45:02.3,-357.5,85.34,0,35.29
45:02.3,-242.65,85.34,0,35.29
45:02.3,-152.95,85.34,0,35.29
45:02.3,-87.35,85.34,0,35.29
45:02.3,-43.55,85.34,0,35.29
45:02.4,-17,85.34,0,35.29
45:02.4,-3.3,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.4,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.5,0,85.34,0,35.29
45:02.6,0,85.34,0,35.29
45:02.6,0,85.34,0,35.29
45:02.6,0,85.34,0,35.29
45:02.6,0,85.34,0,35.29
45:02.6,0,85.34,20.9,35.29
45:02.6,0,85.34,180.35,35.29
45:02.6,0,85.34,358.9,35.29
45:02.6,0,85.34,578.85,35.29
45:02.6,0,85.34,840.35,35.29
45:02.6,0,85.34,1205.15,35.29
45:02.7,0,85.34,1596.7,60.29
45:02.7,0,85.34,1977.3,60.29
45:02.7,0,85.34,2283.55,60.29
45:02.7,0,85.34,2523.75,60.29
45:02.7,0,85.34,2732.5,60.29
45:02.7,0,85.34,2883.8,60.29
45:02.7,0,85.34,2820.05,60.29
45:02.7,0,85.34,2615.3,60.29
45:02.7,0,85.34,2410.55,60.29
45:02.7,0,85.34,2205.8,60.29
45:02.8,0,85.34,2001.05,60.29
45:02.8,0,85.34,1796.3,60.29
45:02.8,0,85.34,1591.55,60.29
45:02.8,0,85.34,1386.8,60.29
45:02.8,0,85.34,1183.15,60.29
45:02.8,0,85.34,987.95,60.29
45:02.8,0,85.34,802.65,60.29
45:02.8,0,85.34,629.95,60.29
45:02.8,0,85.34,472.7,60.29
45:02.8,0,85.34,337.15,60.29
45:02.9,0,85.34,225.85,60.29
45:02.9,0,85.34,79.65,60.29
45:02.9,0,85.34,-116.1,60.29
45:02.9,0,85.34,-317.95,60.29
45:02.9,0,85.34,-425,60.29
45:02.9,0,85.34,-474.1,60.29
45:02.9,0,85.34,-460.4,60.29
45:02.9,0,85.34,-387.05,60.29
45:02.9,0,85.34,-247.65,60.29
45:02.9,0,85.34,-121.8,60.29
45:03.0,0,85.34,30.8,60.29
45:03.0,0,85.34,165.7,60.29
45:03.0,0,85.34,183.7,60.29
45:03.0,0,85.34,183.7,60.29
45:03.0,0,85.34,183.7,60.29
45:03.0,0,85.34,183.7,94.58
45:03.0,0,85.34,183.7,94.58
45:03.0,0,85.34,183.7,94.58
45:03.0,0,85.34,183.7,94.58
45:03.0,0,85.34,183.7,94.58
45:03.1,0,85.34,183.7,94.58
45:03.1,0,85.34,180.55,94.58
45:03.1,0,85.34,170.3,94.58
45:03.1,0,85.34,151.2,94.58
45:03.1,0,85.34,126.75,94.58
45:03.1,0,85.34,98.8,94.58
45:03.1,0,85.34,70.1,94.58
45:03.1,0,85.34,43.75,94.58
45:03.1,0,85.34,23.35,94.58
45:03.1,0,85.34,8.5,94.58
45:03.2,0,85.34,0.9,94.58
45:03.2,0,85.34,0,94.58
45:03.2,0,85.34,0,94.58
45:03.2,0,85.34,0,94.58
45:03.2,0,85.34,0,94.58
45:03.2,0,85.34,-44.65,94.58
45:03.2,0,85.34,-152.5,94.58
45:03.2,0,85.34,-216.55,94.58
45:03.2,0,85.34,-235.95,94.58
45:03.2,0,85.34,-222.35,94.58
45:03.3,0,85.34,-162.2,94.58
45:03.3,0,85.34,-111.15,94.58
45:03.3,0,85.34,-8.05,94.58
45:03.3,0,85.34,66.35,94.58
45:03.3,0,85.34,74.35,94.58
45:03.3,0,85.34,74.35,94.58
45:03.3,0,85.34,74.35,94.58
45:03.3,0,85.34,74.35,94.58
45:03.3,0,85.34,74.35,94.58
45:03.3,0,85.34,74.35,129.87
45:03.4,0,85.34,74.35,129.87
45:03.4,48.45,85.34,74.35,129.87
45:03.4,164.65,85.34,74.35,129.87
45:03.4,304.05,85.34,74.35,129.87
45:03.4,448,85.34,74.35,129.87
45:03.4,661.4,85.34,72,129.87
45:03.4,880.3,85.34,63.85,129.87
45:03.4,1134.15,79.47,51.9,129.87
45:03.4,1378.6,79.47,38.3,129.87
45:03.4,1579.1,79.47,24.7,129.87
45:03.5,1752.3,79.47,13.55,129.87
45:03.5,1885.55,79.47,4.5,129.87
45:03.5,2003,79.47,0.4,129.87
45:03.5,2089.6,79.47,0,129.87
45:03.5,2155.8,79.47,0,129.87
45:03.5,2208.7,79.47,0,129.87
45:03.5,2238.9,79.47,0,129.87
45:03.5,2256.5,79.47,0,129.87
45:03.5,2232.15,79.47,0,129.87
45:03.5,2055.4,79.47,0,129.87
45:03.6,1850.65,79.47,0,129.87
45:03.6,1648.45,79.47,0,129.87
45:03.6,1452.5,79.47,0,129.87
45:03.6,1264.35,79.47,-168.15,129.87
45:03.6,1084.65,79.47,-517.45,129.87
45:03.6,917.5,79.47,-919.15,129.87
45:03.6,568.15,79.47,-1376.15,129.87
45:03.6,39.95,79.47,-1816.9,129.87
45:03.6,-516.3,79.47,-2238.95,129.87
45:03.6,-1083.4,79.47,-2563,129.87
45:03.7,-1612.8,79.47,-2777.55,129.87
45:03.7,-2085.7,79.47,-2889.95,129.87
45:03.7,-2462.25,79.47,-2917.85,129.87
45:03.7,-2708.4,79.47,-2766.1,129.87
45:03.7,-2829.6,79.47,-2561.35,129.87
45:03.7,-2872.75,79.47,-2356.6,129.87
45:03.7,-2713.95,79.47,-2151.85,129.87
45:03.7,-2519.55,79.47,-1947.1,129.87
45:03.7,-2316.2,79.47,-1742.35,129.87
45:03.7,-2111.45,79.47,-1537.6,129.87
45:03.8,-1906.7,79.47,-1332.85,129.87
45:03.8,-1701.95,79.47,-1128.1,129.87
45:03.8,-1497.2,79.47,-923.35,157.78
45:03.8,-1292.45,79.47,-727.45,157.78
45:03.8,-1087.7,79.47,-550.4,157.78
45:03.8,-882.95,94.38,-395.95,157.78
45:03.8,-688.5,94.38,-268.2,157.78
45:03.8,-515.15,94.38,-167.7,157.78
45:03.8,-366.35,94.38,-94.9,157.78
45:03.8,-244.75,94.38,-46.1,157.78
45:03.9,-150.55,94.38,-16.8,157.78
45:03.9,-82.9,94.38,-2.65,157.78
45:03.9,-38.8,94.38,0,157.78
45:03.9,-13.25,94.38,0,157.78
45:03.9,-1.25,94.38,0,157.78
45:03.9,0,94.38,0,157.78
45:03.9,0,94.38,0,157.78
45:03.9,0,94.38,0,157.78
45:03.9,0,94.38,0,157.78
45:03.9,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.0,0,94.38,0,157.78
45:04.1,0,94.38,95.95,157.78
45:04.1,0,94.38,355,157.78
45:04.1,0,94.38,684.7,157.78
45:04.1,0,94.38,1054.95,157.78
45:04.1,0,94.38,1417.05,157.78
45:04.1,0,94.38,1776,157.78
45:04.1,0,94.38,2078.55,157.78
45:04.1,0,94.38,2335,157.78
45:04.1,0,94.38,2512.45,157.78
45:04.1,0,94.38,2648.2,157.78
45:04.2,8.55,94.38,2675.15,157.78
45:04.2,183.85,94.38,2470.9,157.78
45:04.2,475.3,94.38,2131.6,157.78
45:04.2,844,94.38,1749.9,157.78
45:04.2,1270.8,94.38,1465.25,157.78
45:04.2,1712.6,94.38,1276.9,157.78
45:04.2,2094.15,106.75,1173.45,157.78
45:04.2,2393.45,106.75,1130.55,157.78
45:04.2,2625.85,106.75,1118.25,157.78
45:04.2,2845,106.75,1089.95,157.78
45:04.3,2998.3,106.75,1067.25,157.78
45:04.3,2814.55,106.75,1017.7,157.78
45:04.3,2609.8,106.75,875.25,157.78
45:04.3,2405.05,106.75,729.25,157.78
45:04.3,2200.3,106.75,577.85,157.78
45:04.3,1995.55,106.75,285.75,157.78
45:04.3,1790.8,106.75,-13.75,157.78
45:04.3,1586.05,106.75,-258.15,157.78
45:04.3,1381.3,106.75,-442.25,157.78
45:04.3,1176.55,106.75,-559.55,157.78
45:04.4,972.25,106.75,-577.25,157.78
45:04.4,777.2,106.75,-522.65,157.78
45:04.4,598,106.75,-441.75,157.78
45:04.4,439.55,106.75,-304.85,157.78
45:04.4,306,106.75,-176.6,157.78
45:04.4,199.45,106.75,-20.15,157.78
45:04.4,118.15,106.75,134.7,157.78
45:04.4,59.1,106.75,291.1,157.78
45:04.4,19.95,106.75,418.5,157.78
45:04.4,1.05,106.75,479.05,157.78
45:04.5,0,106.75,471.05,168.08
45:04.5,0,106.75,469.8,168.08
45:04.5,0,106.75,469.8,168.08
45:04.5,0,106.75,469.8,168.08
45:04.5,0,106.75,468.35,168.08
45:04.5,0,106.75,456.75,168.08
45:04.5,0,106.75,432.95,168.08
45:04.5,0,106.75,398.15,168.08
45:04.5,0,106.75,354.05,168.08
45:04.5,0,106.75,302.85,168.08
45:04.6,0,106.75,248.85,168.08
45:04.6,0,106.75,195.75,168.08
45:04.6,0,106.75,145.4,168.08
45:04.6,0,106.75,101.45,168.08
45:04.6,0,106.75,64.1,168.08
45:04.6,0,106.75,35.25,168.08
45:04.6,0,106.75,15.1,168.08
45:04.6,0,106.75,3.85,168.08
45:04.6,0,106.75,0,168.08
45:04.6,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.7,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,0,106.75,0,168.08
45:04.8,-75.05,106.75,0,168.08
45:04.8,-192.7,106.75,0,168.08
45:04.8,-291.6,106.75,0,168.08
45:04.8,-397.1,106.75,0,168.08
45:04.9,-468.65,106.75,0,168.08
45:04.9,-529.55,106.75,0,168.08
45:04.9,-568.7,106.75,0,168.08
45:04.9,-592.7,106.75,0,168.08
45:04.9,-635.4,106.75,0,168.08
45:04.9,-669.05,106.75,0,168.08
45:04.9,-709.1,106.75,0,168.08
45:04.9,-758.8,106.75,0,168.08
45:04.9,-796.5,106.75,0,168.08
45:04.9,-838.7,106.75,0,168.08
45:05.0,-850.7,106.75,0,168.08
45:05.0,-869.9,106.75,0,168.08
45:05.0,-837.75,106.75,0,168.08
45:05.0,-782.35,106.75,0,168.08
45:05.0,-701.95,106.75,0,168.08
45:05.0,-613,106.75,0,168.08
45:05.0,-494.25,106.75,0,168.08
45:05.0,-366.1,106.75,0,168.08
45:05.0,-228.85,106.75,0,168.08
45:05.0,-96.45,106.75,0,168.08
45:05.1,27.5,103.12,0,168.08
45:05.1,144.2,103.12,0,168.08
45:05.1,212.65,103.12,0,168.08
45:05.1,255.5,103.12,0,168.08
45:05.1,256.5,103.12,0,168.08
45:05.1,227.3,103.12,0,168.08
45:05.1,183,103.12,0,168.08
45:05.1,122.55,103.12,0,168.08
45:05.1,72.65,103.12,0,168.08
45:05.1,16.95,103.12,0,168.08
45:05.2,-24.1,103.12,0,168.08
45:05.2,-38.65,103.12,0,168.08
45:05.2,-43.85,103.12,0,168.08
45:05.2,-37.3,103.12,0,168.08
45:05.2,7.2,103.12,0,168.08
45:05.2,75.7,103.12,0,168.08
45:05.2,167.65,103.12,0,168.08
45:05.2,276.95,103.12,0,168.08
45:05.2,375,103.12,0,168.08
45:05.2,464.45,103.12,0,168.08
45:05.3,553.3,103.12,0,168.08
45:05.3,599.8,103.12,0,168.08
45:05.3,626.8,103.12,0,168.08
45:05.3,640.85,103.12,0,168.08
45:05.3,622.6,103.12,0,168.08
45:05.3,554.15,103.12,0,168.08
45:05.3,533.3,103.12,0,168.08
45:05.3,483.65,103.12,0,168.08
45:05.3,426.15,103.12,0,168.08
45:05.3,350.5,103.12,0,168.08
45:05.4,274.55,103.12,0,168.08
45:05.4,198.9,103.12,0,168.08
45:05.4,152.7,103.12,0,168.08
45:05.4,94.35,103.12,0,168.08
45:05.4,55.1,103.12,0,168.08
45:05.4,51.7,103.12,0,168.08
45:05.4,25.9,103.12,0,168.08
45:05.4,-8.45,103.12,0,168.08
45:05.4,-30.1,103.12,0,168.08
45:05.4,-92.9,103.12,0,168.08
45:05.5,-125.9,103.12,0,168.08
45:05.5,-190.3,103.12,-23.75,168.08
45:05.5,-257.55,103.12,-48.15,168.08
45:05.5,-343.9,103.12,-98.75,168.08
45:05.5,-419.15,103.12,-140.85,168.08
45:05.5,-499.35,103.12,-188.05,168.08
45:05.5,-566.3,103.12,-239.95,168.08
45:05.5,-609.3,103.12,-273.35,168.08
45:05.5,-635.35,103.12,-305.2,168.08
45:05.5,-641.25,103.12,-346.85,168.08
45:05.6,-634.6,103.12,-372.95,168.08
45:05.6,-601.8,103.12,-420.25,168.08
45:05.6,-561.75,103.12,-455.2,168.08
45:05.6,-512.65,103.12,-460.2,168.08
45:05.6,-474.15,103.12,-481.3,168.08
45:05.6,-454.5,103.12,-487.15,168.08
45:05.6,-457.8,103.12,-496.45,168.08
45:05.6,-462.65,103.12,-500.35,168.08
45:05.6,-477.1,103.12,-504.7,168.08
45:05.6,-489.7,103.12,-494.15,168.08
45:05.7,-494.65,103.12,-482.65,168.08
45:05.7,-512.25,103.12,-488.5,168.08
45:05.7,-526.2,103.12,-470.95,168.08
45:05.7,-518.1,103.12,-446.85,168.08
45:05.7,-512.7,103.12,-428.65,168.08
45:05.7,-498.1,103.12,-407,168.08
45:05.7,-450.85,103.12,-386.35,168.08
45:05.7,-397.5,103.12,-362.15,168.08
45:05.7,-330.3,103.12,-346.1,168.08
45:05.7,-253.05,103.12,-332.8,168.08
45:05.8,-186.8,103.12,-308.25,168.08
45:05.8,-144.1,103.12,-305.7,142.95
45:05.8,-118.75,103.12,-293.3,142.95
45:05.8,-100.85,101.92,-294,142.95
45:05.8,-111.45,101.92,-297.65,142.95
45:05.8,-119.75,101.92,-289.25,142.95
45:05.8,-143.3,101.92,-272.6,142.95
45:05.8,-163.5,101.92,-288.9,142.95
45:05.8,-164.1,101.92,-262.55,142.95
45:05.8,-179.4,101.92,-255,142.95
45:05.9,-180.9,101.92,-253.05,142.95
45:05.9,-198.55,101.92,-251.7,142.95
45:05.9,-225.75,101.92,-256.5,142.95
45:05.9,-246.6,101.92,-245.85,142.95
45:05.9,-269.05,101.92,-235.05,142.95
45:05.9,-284.8,101.92,-224.85,142.95
45:05.9,-313.2,101.92,-220.9,142.95
45:05.9,-313.05,101.92,-221.7,142.95
45:05.9,-318.95,101.92,-210.25,142.95
45:05.9,-340.15,101.92,-208.15,142.95
45:06.0,-352.25,101.92,-201.95,142.95
45:06.0,-372.75,101.92,-201.4,142.95
45:06.0,-388.6,101.92,-180.95,142.95
45:06.0,-391.75,101.92,-180.3,142.95
45:06.0,-390.9,101.92,-175.8,142.95
45:06.0,-370.95,101.92,-165.15,142.95
45:06.0,-351.7,101.92,-162.45,142.95
45:06.0,-314,101.92,-152.8,142.95
45:06.0,-283.45,101.92,-151.5,142.95
45:06.0,-259.45,101.92,-146.65,142.95
45:06.1,-227.65,101.92,-148.2,142.95
45:06.1,-206.3,101.92,-154.85,142.95
45:06.1,-188.7,101.92,-158.1,142.95
45:06.1,-182,101.92,-158.3,142.95
45:06.1,-190.5,101.92,-146.05,142.95
45:06.1,-191.25,101.92,-161.9,142.95
45:06.1,-185.4,101.92,-168.6,142.95
45:06.1,-175.8,101.92,-155.45,142.95
45:06.1,-153.6,101.92,-175.1,142.95
45:06.1,-145.2,101.92,-172.15,142.95
45:06.2,-116.5,101.92,-180.8,142.95
45:06.2,-82.55,101.92,-173.15,142.95
45:06.2,-39.9,101.92,-179.4,142.95
45:06.2,20.85,101.92,-169.35,142.95
45:06.2,70.25,101.92,-172.1,142.95
45:06.2,116.3,101.92,-174.3,142.95
45:06.2,155.25,119.48,-174.45,142.95
45:06.2,190.25,119.48,-160.8,142.95
45:06.2,227.75,119.48,-142.1,142.95
45:06.2,246.35,119.48,-133.65,142.95
45:06.3,270.15,119.48,-140.95,142.95
45:06.3,283.15,119.48,-149.2,142.95
45:06.3,286.65,119.48,-117.3,142.95
45:06.3,299.55,119.48,-120.35,142.95
45:06.3,270.15,119.48,-118.9,142.95
45:06.3,226.55,119.48,-110.8,142.95
45:06.3,190.75,119.48,-115,142.95
45:06.3,163.5,119.48,-100.4,142.95
45:06.3,144.1,119.48,-101.95,142.95
45:06.3,122.05,119.48,-98.75,142.95
45:06.4,118.55,119.48,-102.1,142.95
45:06.4,142.6,119.48,-97.55,142.95
45:06.4,167.75,119.48,-90.05,142.95
45:06.4,206.45,119.48,-75.15,142.95
45:06.4,261.45,119.48,-71,142.95
45:06.4,325.2,119.48,-73.3,142.95
45:06.4,406.45,119.48,-54.1,142.95
45:06.4,471.75,119.48,-48.05,142.95
45:06.4,535.3,119.48,-53.25,142.95
45:06.4,589.55,119.48,-49.65,142.95
45:06.5,624.7,119.48,-44.2,142.95
45:06.5,634.5,119.48,-42.8,142.95
45:06.5,654.9,119.48,-47,142.95
45:06.5,657.35,119.48,-55.35,142.95
45:06.5,628.3,119.48,-57.95,142.95
45:06.5,607.5,119.48,-58.5,142.95
45:06.5,570.1,119.48,-53.9,142.95
45:06.5,540.1,119.48,-52.05,142.95
45:06.5,507.95,119.48,-42.15,142.95
45:06.5,461.25,119.48,-54.8,142.95
45:06.6,421.6,119.48,-43.55,142.95
45:06.6,381.55,119.48,-54.85,142.95
45:06.6,349.85,119.48,-50.3,142.95
45:06.6,321.15,119.48,-50.25,142.95
45:06.6,299.15,119.48,-56.85,142.95
45:06.6,268.05,119.48,-49.15,142.95
45:06.6,235.25,119.48,-50.5,142.95
45:06.6,197.6,119.48,-42.05,142.95
45:06.6,136.65,119.48,-48.65,142.95
45:06.6,82.1,119.48,-44.4,142.95
45:06.7,28.35,119.48,-40.15,142.95
45:06.7,-20.8,119.48,-25.6,142.95
45:06.7,-65.65,119.48,-33.95,142.95
45:06.7,-99.4,119.48,-16.75,142.95
45:06.7,-133.4,119.48,-3.55,142.95
45:06.7,-151.75,119.48,-6.45,142.95
45:06.7,-172,119.48,-10.1,142.95
45:06.7,-183.05,119.48,-2.25,142.95
45:06.7,-193.85,119.48,-12.5,142.95
45:06.7,-199.3,119.48,-12.55,142.95
45:06.8,-223,119.48,-2.65,142.95
45:06.8,-225.05,119.48,-11.05,142.95
45:06.8,-239.35,119.48,-7.55,142.95
45:06.8,-254.65,119.48,-12.95,142.95
45:06.8,-276.25,119.48,-3.4,142.95
45:06.8,-284.35,119.48,-11.25,142.95
45:06.8,-287.45,119.48,-19,142.95
45:06.8,-289.05,119.48,-9.05,142.95
45:06.8,-286.85,119.48,-26.75,142.95
45:06.8,-278.2,119.48,-23.6,142.95
45:06.9,-265.6,119.48,-24.4,142.95
45:06.9,-233.15,119.48,-28.4,142.95
45:06.9,-187.7,119.48,-32.75,142.95
45:06.9,-147.75,119.48,-47.5,142.95
45:06.9,-97.15,119.48,-43.7,142.95
45:06.9,-55.9,119.48,-40.15,142.95
45:06.9,-14.35,119.48,-36.9,142.95
45:06.9,43.85,119.48,-46.65,142.95
45:06.9,91,104.57,-37.35,142.95
45:06.9,117.25,104.57,-49.35,142.95
45:07.0,130.1,104.57,-37.35,142.95
45:07.0,124.45,104.57,-51.9,142.95
45:07.0,120.4,104.57,-39.75,142.95
45:07.0,100.5,104.57,-30.25,142.95
45:07.0,97.3,104.57,-38.65,142.95
45:07.0,90.45,104.57,-36.4,142.95
45:07.0,94.45,104.57,-38.3,142.95
45:07.0,87.75,104.57,-38.5,142.95
45:07.0,78.6,104.57,-23.25,142.95
45:07.0,61.7,104.57,-30.35,142.95
45:07.1,44.3,104.57,-12.3,142.95
45:07.1,38.9,104.57,-13.35,142.95
45:07.1,47.6,104.57,-13.55,142.95
45:07.1,21.1,104.57,-7.85,142.95
45:07.1,-0.05,104.57,-11.85,142.95
45:07.1,-33.45,104.57,-10.8,142.95
45:07.1,-54.45,104.57,-23,142.95
45:07.1,-64.45,104.57,-20.9,142.95
45:07.1,-75.65,104.57,-35.6,142.95
45:07.1,-70.75,104.57,-25.5,142.95
45:07.2,-81.45,104.57,-15.4,142.95
45:07.2,-75.5,104.57,-22.8,142.95
45:07.2,-74.5,104.57,-7.5,142.95
45:07.2,-58.05,104.57,-9.7,142.95
45:07.2,-34.6,104.57,-8.55,142.95
45:07.2,-7.5,104.57,4.85,142.95
45:07.2,34.1,104.57,7.8,142.95
45:07.2,61.4,104.57,19.85,142.95
45:07.2,77.85,104.57,6.2,142.95
45:07.2,61.75,104.57,2.2,142.95
45:07.3,44.2,104.57,-11.3,142.95
45:07.3,8.8,104.57,-7.15,142.95
45:07.3,-9.5,104.57,-13.75,142.95
45:07.3,-29.45,104.57,-14.05,142.95
45:07.3,-42.25,104.57,-19.3,142.95
45:07.3,-64.2,104.57,-21.4,142.95
45:07.3,-85.8,104.57,-17.4,142.95
45:07.3,-97.15,104.57,-19.25,142.95
45:07.3,-98.95,104.57,-17.1,142.95
45:07.3,-101.4,104.57,-30.8,142.95
45:07.4,-103.4,104.57,-21.5,142.95
45:07.4,-89.9,104.57,-14.95,142.95
45:07.4,-94.25,104.57,-14.65,142.95
45:07.4,-109.95,104.57,-11.65,142.95
45:07.4,-124.55,104.57,-11.6,142.95
45:07.4,-132.05,104.57,-4.2,142.95
45:07.4,-129.05,104.57,3.05,142.95
45:07.4,-115.65,104.57,6.85,142.95
45:07.4,-102.3,104.57,9.85,142.95
45:07.4,-76.35,104.57,19.2,142.95
45:07.5,-39.55,104.57,22.6,142.95
45:07.5,-5.9,104.57,30.7,142.95
45:07.5,32,104.57,29.4,142.95
45:07.5,79.4,104.57,39.4,142.95
45:07.5,136.95,104.57,44.65,142.95
45:07.5,219.65,104.57,60.7,142.95
45:07.5,304.1,95.99,56.9,142.95
45:07.5,397.05,95.99,78.6,142.95
45:07.5,493.5,95.99,83.85,142.95
45:07.5,593.85,95.99,84,142.95
45:07.6,660.55,95.99,87.05,142.95
45:07.6,726.2,95.99,91.8,142.95
45:07.6,769.75,95.99,102.55,142.95
45:07.6,786.65,95.99,109.6,142.95
45:07.6,767.5,95.99,98.7,142.95
45:07.6,738.9,95.99,103.4,142.95
45:07.6,675,95.99,94.4,142.95
45:07.6,588.45,95.99,103.55,142.95
45:07.6,487.05,95.99,85.25,142.95
45:07.6,374.25,95.99,78.3,142.95
45:07.7,276.15,95.99,63.85,142.95
45:07.7,171.3,95.99,56.8,142.95
45:07.7,90.05,95.99,51.6,142.95
45:07.7,16.85,95.99,37.35,142.95
45:07.7,-50.65,95.99,29.55,142.95
45:07.7,-105.25,95.99,16.15,142.95
45:07.7,-157.35,95.99,12.65,142.95
45:07.7,-186.05,95.99,15.15,142.95
45:07.7,-222.1,95.99,-4.95,142.95
45:07.7,-243.3,95.99,-11.5,142.95
45:07.8,-265.65,95.99,-15.45,142.95
45:07.8,-257.2,95.99,-10.15,142.95
45:07.8,-261.85,95.99,-17.55,142.95
45:07.8,-268.35,95.99,-22.85,142.95
45:07.8,-277.05,95.99,-28.9,142.95
45:07.8,-282.3,95.99,-27.25,142.95
45:07.8,-275.4,95.99,-37.95,142.95
45:07.8,-260,95.99,-26.15,142.95
45:07.8,-247.85,95.99,-28.55,142.95
45:07.8,-245.3,95.99,-29.65,142.95
45:07.9,-265.65,95.99,-34.65,142.95
45:07.9,-253.2,95.99,-26.85,142.95
45:07.9,-258.1,95.99,-19.15,142.95
