timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm
45:01.1,-58.35,82.44,44.15,0
45:01.1,-54.85,82.44,50.45,0
45:01.1,-49.2,82.44,54.2,0
45:01.1,-42.4,82.44,41.55,0
45:01.1,-25.15,82.44,58.8,0
45:01.1,-17.1,82.44,55,0
45:01.1,-9.7,82.44,51.2,0
45:01.2,-5.7,82.44,57.75,0
45:01.2,-1.45,82.44,45.55,0
45:01.2,1.25,82.44,38.15,0
45:01.2,13.85,82.44,36.6,0
45:01.2,10.9,82.44,28.2,0
45:01.2,12.8,82.44,28.7,0
45:01.2,14.85,82.44,26.45,0
45:01.2,21.9,82.44,31.3,0
45:01.2,28.6,82.44,27.65,0
45:01.2,27.95,82.44,28.35,0
45:01.3,30.55,82.44,25.1,0
45:01.3,27.15,82.44,35.85,0
45:01.3,29.55,82.44,30.05,0
45:01.3,24.95,82.44,36.2,0
45:01.3,29.9,82.44,30,0
45:01.3,21.15,82.44,35.75,0
45:01.3,21.3,82.44,32.05,0
45:01.3,16.2,82.44,24.7,0
45:01.3,21.85,82.44,19.55,0
45:01.3,11.1,82.44,21.25,0
45:01.4,7.45,82.44,11.95,0
45:01.4,3.95,82.44,31.2,0
45:01.4,-5.15,82.44,15,0
45:01.4,0,82.44,12,0
45:01.4,3.7,82.44,18.35,0
45:01.4,0.55,82.44,17.8,0
45:01.4,-5.25,82.44,16.25,0
45:01.4,-0.95,82.44,19.85,0
45:01.4,-4.1,82.44,20.3,0
45:01.4,-7.05,82.44,19.9,0
45:01.5,-6.75,82.44,10.9,0
