sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,delta,status
0.0,0.0,0.0,0.0,0.0,SKIP
2555.19,0.0,822.69,0.0,0.0,SKIP
2570.96,0.0,860.91,0.0,0.0,SKIP
2577.4,0.0,886.78,0.0,0.0,SKIP
2577.4,0.0,911.31,0.0,0.0,SKIP
2563.97,0.0,859.01,0.0,0.0,SKIP
2573.04,0.0,888.68,0.0,0.0,SKIP
2575.84,0.0,912.12,0.0,0.0,SKIP
2571.77,0.0,930.41,0.0,0.0,SKIP
2567.0,0.0,947.69,0.0,0.0,SKIP
2559.98,0.0,962.66,0.0,0.0,SKIP
2550.69,0.0,975.45,0.0,0.0,SKIP
2537.6,0.0,986.74,0.0,0.0,SKIP
2519.98,0.0,1001.71,0.0,0.0,SKIP
2497.48,0.0,1010.79,0.0,0.0,SKIP
2474.41,0.0,1022.83,0.0,0.0,SKIP
2455.98,0.0,1041.32,0.0,0.0,SKIP
2435.09,0.0,1062.84,0.0,0.0,SKIP
2415.46,0.0,1085.66,0.0,0.0,SKIP
2400.11,0.0,1119.79,0.0,0.0,SKIP
2390.85,0.0,1174.18,0.0,0.0,SKIP
2390.81,0.0,1242.0,0.0,0.0,SKIP
2403.16,0.0,1325.38,0.0,0.0,SKIP
2422.49,0.0,1432.24,0.0,0.0,SKIP
2442.17,0.0,1557.54,0.0,0.0,SKIP
2468.61,0.0,1692.9,0.0,0.0,SKIP
2496.39,0.0,1842.3,0.0,0.0,SKIP
2517.34,0.0,1994.23,0.0,0.0,SKIP
2520.81,0.0,2141.18,0.0,0.0,SKIP
2515.58,0.0,2274.48,0.0,0.0,SKIP
2496.08,0.0,2396.68,0.0,0.0,SKIP
2473.11,0.0,2502.3,0.0,0.0,SKIP
2434.31,0.0,2582.89,0.0,0.0,SKIP
2380.52,0.0,2639.52,0.0,0.0,SKIP
2315.8,0.0,2679.81,0.0,0.0,SKIP
2259.57,0.0,2698.21,0.0,0.0,SKIP
2200.22,0.0,2697.12,0.0,0.0,SKIP
2135.24,0.0,2685.5,0.0,0.0,SKIP
2067.7,0.0,2659.19,0.0,0.0,SKIP
2004.54,0.0,2623.36,0.0,0.0,SKIP
1937.64,0.0,2584.2,0.0,0.0,SKIP
1871.66,0.0,2542.1,0.0,0.0,SKIP
1807.4,0.0,2497.03,0.0,0.0,SKIP
1739.76,0.0,2444.37,0.0,0.0,SKIP
1668.19,0.0,2391.43,0.0,0.0,SKIP
1597.0,0.0,2338.69,0.0,0.0,SKIP
1529.99,0.0,2288.05,0.0,0.0,SKIP
1463.21,0.0,2228.32,0.0,0.0,SKIP
1395.2,0.0,2174.42,0.0,0.0,SKIP
1325.7,0.0,2124.14,0.0,0.0,SKIP
1259.91,0.0,2077.32,0.0,0.0,SKIP
1195.36,0.0,2027.98,0.0,0.0,SKIP
1134.71,0.0,1987.79,0.0,0.0,SKIP
1067.67,0.0,1947.88,0.0,0.0,SKIP
1000.65,0.0,1910.22,0.0,0.0,SKIP
940.28,0.0,1868.11,0.0,0.0,SKIP
882.98,0.0,1828.06,0.0,0.0,SKIP
823.37,0.0,1786.69,0.0,0.0,SKIP
765.86,0.0,1738.78,0.0,0.0,SKIP
710.97,0.0,1683.53,0.0,0.0,SKIP
660.5,0.0,1628.22,0.0,0.0,SKIP
611.35,0.0,1572.43,0.0,0.0,SKIP
560.4,0.0,1502.39,0.0,0.0,SKIP
511.52,0.0,1429.29,0.0,0.0,SKIP
461.8,0.0,1352.53,0.0,0.0,SKIP
411.91,0.0,1275.04,0.0,0.0,SKIP
366.55,0.0,1192.84,0.0,0.0,SKIP
319.56,0.0,1113.52,0.0,0.0,SKIP
274.47,0.0,1030.17,0.0,0.0,SKIP
231.26,0.0,951.46,0.0,0.0,SKIP
188.45,0.0,872.39,0.0,0.0,SKIP
148.04,0.0,798.01,0.0,0.0,SKIP
112.86,0.0,729.0,0.0,0.0,SKIP
75.32,0.0,662.88,0.0,0.0,SKIP
39.12,0.0,598.59,0.0,0.0,SKIP
10.3,0.0,537.6,0.0,0.0,SKIP
-14.82,0.0,482.69,0.0,0.0,SKIP
-42.56,0.0,431.97,0.0,0.0,SKIP
-70.78,0.0,381.85,0.0,0.0,SKIP
-103.02,0.0,334.33,0.0,0.0,SKIP
-140.03,0.0,295.42,0.0,0.0,SKIP
-179.82,0.0,254.61,0.0,0.0,SKIP
-216.57,0.0,217.12,0.0,0.0,SKIP
-252.78,0.0,183.72,0.0,0.0,SKIP
-287.65,0.0,155.01,0.0,0.0,SKIP
-320.2,0.0,122.38,0.0,0.0,SKIP
-343.76,0.0,94.82,0.0,0.0,SKIP
-365.14,0.0,70.02,0.0,0.0,SKIP
-386.49,0.0,41.44,0.0,0.0,SKIP
-411.96,0.0,8.42,0.0,0.0,SKIP
-435.92,0.0,-19.32,0.0,0.0,SKIP
-458.29,0.0,-41.7,0.0,0.0,SKIP
-479.17,0.0,-69.35,0.0,0.0,SKIP
-502.31,0.0,-101.82,0.0,0.0,SKIP
-522.86,0.0,-131.56,0.0,0.0,SKIP
-541.22,0.0,-162.51,0.0,0.0,SKIP
-561.45,0.0,-195.01,0.0,0.0,SKIP
-579.27,0.0,-224.92,0.0,0.0,SKIP
-592.57,0.0,-256.86,0.0,0.0,SKIP
-609.42,0.0,-287.56,0.0,0.0,SKIP
-625.86,0.0,-312.35,0.0,0.0,SKIP
-632.06,0.0,-335.41,0.0,0.0,SKIP
-628.42,0.0,-345.6,0.0,0.0,SKIP
-620.7,0.0,-342.05,0.0,0.0,SKIP
-600.47,0.0,-329.25,0.0,0.0,SKIP
-560.16,0.0,-297.71,0.0,0.0,SKIP
-500.82,0.0,-237.68,0.0,0.0,SKIP
-437.1,0.0,-163.56,0.0,0.0,SKIP
-373.07,0.0,-76.5,0.0,0.0,SKIP
-298.59,0.0,21.66,15.79,10.0,SKIP
-223.37,0.0,129.3,15.79,10.0,SKIP
-159.09,0.0,234.14,15.79,10.0,SKIP
-101.9,0.0,334.55,15.79,10.0,SKIP
-48.38,0.0,427.99,15.79,10.0,SKIP
-7.94,0.0,506.55,15.79,10.0,SKIP
23.28,0.0,564.99,15.79,10.0,SKIP
45.08,0.0,613.03,15.79,10.0,SKIP
58.26,0.0,646.44,15.79,10.0,SKIP
63.16,0.0,659.23,15.79,10.0,SKIP
62.86,0.0,654.84,15.79,10.0,SKIP
59.1,0.0,640.41,15.79,10.0,SKIP
52.01,0.0,621.07,15.79,10.0,SKIP
43.19,0.0,591.2,15.79,10.0,SKIP
29.76,0.0,553.58,15.79,10.0,SKIP
15.66,0.0,509.17,15.79,10.0,SKIP
5.18,0.0,465.37,15.79,10.0,SKIP
0.06,0.0,421.85,15.79,10.0,SKIP
-7.82,0.0,376.49,15.79,10.0,SKIP
-16.23,0.0,331.39,15.79,10.0,SKIP
-22.44,0.0,289.25,15.79,10.0,SKIP
-27.65,0.0,250.53,15.79,10.0,SKIP
-30.99,0.0,211.66,15.79,10.0,SKIP
-31.64,0.0,179.48,15.79,10.0,SKIP
-31.05,0.0,145.29,15.79,10.0,SKIP
-32.76,0.0,119.88,15.79,10.0,SKIP
-34.64,0.0,95.26,15.79,10.0,SKIP
-31.8,0.0,72.47,15.79,10.0,SKIP
-25.79,0.0,55.12,15.79,10.0,SKIP
-21.93,0.0,36.8,15.79,10.0,SKIP
-20.52,0.0,17.29,15.79,10.0,SKIP
-16.75,0.0,-0.16,15.79,10.0,SKIP
-12.38,0.0,-15.77,15.79,10.0,SKIP
-8.89,0.0,-38.23,15.79,10.0,SKIP
-7.0,0.0,-59.54,15.79,10.0,SKIP
-5.3,0.0,-84.6,15.79,10.0,SKIP
-5.44,0.0,-112.57,15.79,10.0,SKIP
-7.99,0.0,-142.07,15.79,10.0,SKIP
-7.42,0.0,-167.26,15.79,10.0,SKIP
-9.88,0.0,-198.26,15.79,10.0,SKIP
-17.94,0.0,-228.75,15.79,10.0,SKIP
-23.71,0.0,-258.87,15.79,10.0,SKIP
-29.8,0.0,-287.44,15.79,10.0,SKIP
-34.24,0.0,-315.78,15.79,10.0,SKIP
-36.88,0.0,-344.02,15.79,10.0,SKIP
-42.32,0.0,-369.91,15.79,10.0,SKIP
-49.72,0.0,-390.51,15.79,10.0,SKIP
-45.84,0.0,-409.46,15.79,10.0,SKIP
-36.87,0.0,-428.63,15.79,10.0,SKIP
-32.37,0.0,-448.37,15.79,10.0,SKIP
-30.5,0.0,-469.7,15.79,10.0,SKIP
-25.6,0.0,-484.27,15.79,10.0,SKIP
-21.21,0.0,-497.68,15.79,10.0,SKIP
-21.46,0.0,-512.39,15.79,10.0,SKIP
-23.09,0.0,-527.44,15.79,10.0,SKIP
-30.03,0.0,-538.81,15.79,10.0,SKIP
-37.71,0.0,-550.15,15.79,10.0,SKIP
-45.88,0.0,-559.95,15.79,10.0,SKIP
-53.03,0.0,-569.36,15.79,10.0,SKIP
-67.72,0.0,-578.65,15.79,10.0,SKIP
-76.66,0.0,-588.87,15.79,10.0,SKIP
-85.95,0.0,-597.45,15.79,10.0,SKIP
-92.03,0.0,-606.51,15.79,10.0,SKIP
-100.79,0.0,-615.67,15.79,10.0,SKIP
-105.85,0.0,-624.64,15.79,10.0,SKIP
-112.63,0.0,-633.93,15.79,10.0,SKIP
-114.87,0.0,-644.84,15.79,10.0,SKIP
-116.56,0.0,-650.05,15.79,10.0,SKIP
-118.29,0.0,-659.29,15.79,10.0,SKIP
-120.32,0.0,-667.99,15.79,10.0,SKIP
-119.46,0.0,-673.55,15.79,10.0,SKIP
-118.16,0.0,-680.43,15.79,10.0,SKIP
-117.17,0.0,-688.69,15.79,10.0,SKIP
-117.08,0.0,-692.31,15.79,10.0,SKIP
-118.49,0.0,-697.84,15.79,10.0,SKIP
-127.13,0.0,-705.55,15.79,10.0,SKIP
-132.93,0.0,-708.39,15.79,10.0,SKIP
-135.73,0.0,-713.38,15.79,10.0,SKIP
-140.89,0.0,-716.68,15.79,10.0,SKIP
-147.67,0.0,-718.26,15.79,10.0,SKIP
-147.98,0.0,-721.71,15.79,10.0,SKIP
-144.32,0.0,-712.04,15.79,10.0,SKIP
-132.98,0.0,-698.34,15.79,10.0,SKIP
-113.59,0.0,-674.96,15.79,10.0,SKIP
-87.6,0.0,-636.02,15.79,10.0,SKIP
-54.55,0.0,-572.7,15.79,10.0,SKIP
-6.83,0.0,-500.38,15.79,10.0,SKIP
48.91,0.0,-406.1,29.58,10.0,SKIP
109.29,13.48,-300.62,29.58,-10.0,OK
171.13,13.48,-184.33,29.58,-10.0,OK
229.46,13.48,-67.78,29.58,-10.0,OK
280.14,13.48,50.87,29.58,-10.0,OK
324.61,13.48,161.48,29.58,-10.0,OK
360.07,13.48,258.97,29.58,-10.0,OK
381.66,13.48,336.35,29.58,-10.0,OK
394.75,13.48,399.27,29.58,-10.0,OK
404.5,13.48,447.77,29.58,-10.0,OK
405.34,13.48,482.09,29.58,-10.0,OK
398.78,13.48,499.07,29.58,-10.0,OK
389.55,13.48,505.71,29.58,-10.0,OK
380.96,13.48,505.21,29.58,-10.0,OK
362.08,13.48,495.34,29.58,-10.0,OK
342.58,13.48,489.6,29.58,-10.0,OK
327.54,13.48,478.31,29.58,-10.0,OK
309.01,13.48,459.52,29.58,-10.0,OK
290.14,13.48,440.75,29.58,-10.0,OK
270.42,13.48,427.04,29.58,-10.0,OK
251.86,13.48,406.41,29.58,-10.0,OK
230.22,13.48,386.3,29.58,-10.0,OK
207.33,13.48,357.78,29.58,-10.0,OK
179.49,13.48,336.24,29.58,-10.0,OK
153.29,13.48,315.69,29.58,-10.0,OK
129.48,13.48,291.58,29.58,-10.0,OK
110.36,13.48,263.71,29.58,-10.0,OK
90.08,13.48,244.7,29.58,-10.0,OK
72.32,13.48,224.62,29.58,-10.0,OK
57.15,13.48,207.6,29.58,-10.0,OK
47.13,13.48,190.75,29.58,-10.0,OK
38.69,13.48,174.66,29.58,-10.0,OK
30.81,13.48,161.25,29.58,-10.0,OK
22.86,13.48,145.13,29.58,-10.0,OK
14.03,13.48,128.89,29.58,-10.0,OK
4.41,13.48,115.52,29.58,-10.0,OK
-3.23,13.48,100.48,29.58,-10.0,OK
-12.58,13.48,78.57,29.58,-10.0,OK
-25.89,13.48,56.29,29.58,-10.0,OK
-42.71,13.48,32.73,29.58,-10.0,OK
-57.28,13.48,8.51,29.58,-10.0,OK
-71.78,13.48,-16.49,29.58,-10.0,OK
-86.71,13.48,-44.09,29.58,-10.0,OK
-108.39,13.48,-76.85,29.58,-10.0,OK
-129.51,13.48,-105.09,29.58,-10.0,OK
-144.97,13.48,-129.39,29.58,-10.0,OK
-161.45,13.48,-155.39,29.58,-10.0,OK
-175.04,13.48,-188.7,29.58,-10.0,OK
-187.04,13.48,-215.84,29.58,-10.0,OK
-198.4,13.48,-236.46,29.58,-10.0,OK
-204.94,13.48,-255.05,29.58,-10.0,OK
-206.97,13.48,-277.42,29.58,-10.0,OK
-212.88,13.48,-301.85,29.58,-10.0,OK
-220.81,13.48,-320.2,29.58,-10.0,OK
-222.59,13.48,-335.47,29.58,-10.0,OK
-227.7,13.48,-354.01,29.58,-10.0,OK
-233.0,13.48,-373.12,29.58,-10.0,OK
-239.81,13.48,-387.09,29.58,-10.0,OK
-248.96,13.48,-403.24,29.58,-10.0,OK
-257.71,13.48,-418.43,29.58,-10.0,OK
-258.53,13.48,-431.81,29.58,-10.0,OK
-261.72,13.48,-443.55,29.58,-10.0,OK
-271.12,13.48,-454.78,29.58,-10.0,OK
-277.57,13.48,-466.42,29.58,-10.0,OK
-278.08,13.48,-480.58,29.58,-10.0,OK
-278.59,13.48,-487.8,29.58,-10.0,OK
-280.44,13.48,-497.0,29.58,-10.0,OK
-281.85,13.48,-508.52,29.58,-10.0,OK
-282.58,13.48,-522.59,29.58,-10.0,OK
-283.38,13.48,-530.09,29.58,-10.0,OK
-282.59,13.48,-539.0,29.58,-10.0,OK
-281.63,13.48,-542.92,29.58,-10.0,OK
-282.64,13.48,-551.47,29.58,-10.0,OK
-288.08,13.48,-560.81,29.58,-10.0,OK
-292.48,13.48,-569.22,29.58,-10.0,OK
-292.59,13.48,-572.3,29.58,-10.0,OK
-294.82,13.48,-578.19,29.58,-10.0,OK
-300.85,13.48,-585.73,29.58,-10.0,OK
-303.7,13.48,-592.8,29.58,-10.0,OK
-306.72,13.48,-595.08,29.58,-10.0,OK
-308.63,13.48,-595.33,29.58,-10.0,OK
-309.47,13.48,-596.82,29.58,-10.0,OK
-313.14,13.48,-601.48,29.58,-10.0,OK
-318.23,13.48,-604.25,29.58,-10.0,OK
-319.8,13.48,-604.23,29.58,-10.0,OK
-320.94,13.48,-603.45,29.58,-10.0,OK
-317.75,13.48,-599.46,29.58,-10.0,OK
-308.79,13.48,-590.96,29.58,-10.0,OK
-299.06,13.48,-577.2,29.58,-10.0,OK
-282.95,13.48,-555.58,29.58,-10.0,OK
-251.31,13.48,-512.33,29.58,-10.0,OK
-210.11,13.48,-456.84,29.58,-10.0,OK
-162.89,13.48,-390.03,29.58,-10.0,OK
-108.73,26.53,-300.96,42.49,0.0,OK
-51.82,26.53,-194.02,42.49,0.0,OK
8.41,26.53,-84.03,42.49,0.0,OK
62.92,26.53,26.8,42.49,0.0,OK
110.75,26.53,140.39,42.49,0.0,OK
146.19,26.53,248.61,42.49,0.0,OK
175.36,26.53,340.58,42.49,0.0,OK
197.79,26.53,423.05,42.49,0.0,OK
212.79,26.53,484.39,42.49,0.0,OK
216.24,26.53,529.66,42.49,0.0,OK
210.29,26.53,563.82,42.49,0.0,OK
206.97,26.53,590.14,42.49,0.0,OK
205.06,26.53,601.54,42.49,0.0,OK
196.72,26.53,604.36,42.49,0.0,OK
185.5,26.53,602.16,42.49,0.0,OK
176.05,26.53,596.08,42.49,0.0,OK
164.0,26.53,589.39,42.49,0.0,OK
158.72,26.53,583.03,42.49,0.0,OK
154.36,26.53,569.35,42.49,0.0,OK
141.84,26.53,555.78,42.49,0.0,OK
134.78,26.53,541.51,42.49,0.0,OK
131.05,26.53,522.2,42.49,0.0,OK
122.88,26.53,498.79,42.49,0.0,OK
113.97,26.53,480.01,42.49,0.0,OK
106.74,26.53,456.52,42.49,0.0,OK
96.55,26.53,431.56,42.49,0.0,OK
89.63,26.53,407.42,42.49,0.0,OK
85.18,26.53,389.36,42.49,0.0,OK
80.34,26.53,369.73,42.49,0.0,OK
75.81,26.53,352.05,42.49,0.0,OK
74.48,26.53,334.0,42.49,0.0,OK
74.05,26.53,322.19,42.49,0.0,OK
72.61,26.53,309.66,42.49,0.0,OK
70.44,26.53,296.51,42.49,0.0,OK
70.97,26.53,278.62,42.49,0.0,OK
65.85,26.53,262.61,42.49,0.0,OK
56.41,26.53,243.66,42.49,0.0,OK
49.34,26.53,226.88,42.49,0.0,OK
44.46,26.53,204.28,42.49,0.0,OK
33.42,26.53,179.39,42.49,0.0,OK
15.63,26.53,152.63,42.49,0.0,OK
4.67,26.53,127.55,42.49,0.0,OK
-2.26,26.53,99.87,42.49,0.0,OK
-10.19,26.53,71.56,42.49,0.0,OK
-17.6,26.53,43.27,42.49,0.0,OK
-24.0,26.53,8.46,42.49,0.0,OK
-35.18,26.53,-24.34,42.49,0.0,OK
-42.44,26.53,-53.69,42.49,0.0,OK
-47.82,26.53,-81.86,42.49,0.0,OK
-55.63,26.53,-111.91,42.49,0.0,OK
-61.56,26.53,-138.77,42.49,0.0,OK
-64.67,26.53,-165.9,42.49,0.0,OK
-69.04,26.53,-190.91,42.49,0.0,OK
-73.25,26.53,-208.69,42.49,0.0,OK
-76.06,26.53,-230.25,42.49,0.0,OK
-79.64,26.53,-252.56,42.49,0.0,OK
-79.25,26.53,-271.0,42.49,0.0,OK
-80.96,26.53,-286.66,42.49,0.0,OK
-86.24,26.53,-302.53,42.49,0.0,OK
-91.96,26.53,-318.77,42.49,0.0,OK
-93.78,26.53,-337.93,42.49,0.0,OK
-99.1,26.53,-350.21,42.49,0.0,OK
-102.64,26.53,-365.41,42.49,0.0,OK
-105.2,26.53,-381.44,42.49,0.0,OK
-114.01,26.53,-392.99,42.49,0.0,OK
-126.32,26.53,-402.18,42.49,0.0,OK
-133.9,26.53,-414.34,42.49,0.0,OK
-139.26,26.53,-424.0,42.49,0.0,OK
-151.3,26.53,-433.45,42.49,0.0,OK
-162.58,26.53,-443.75,42.49,0.0,OK
-171.84,26.53,-453.96,42.49,0.0,OK
-179.32,26.53,-463.54,42.49,0.0,OK
-188.39,26.53,-470.23,42.49,0.0,OK
-196.37,26.53,-480.26,42.49,0.0,OK
-205.62,26.53,-488.68,42.49,0.0,OK
-210.32,26.53,-497.52,42.49,0.0,OK
-218.05,26.53,-502.99,42.49,0.0,OK
-224.0,26.53,-509.15,42.49,0.0,OK
-231.56,26.53,-516.14,42.49,0.0,OK
-236.81,26.53,-523.58,42.49,0.0,OK
-241.37,26.53,-524.62,42.49,0.0,OK
-249.63,26.53,-525.6,42.49,0.0,OK
-253.99,26.53,-528.62,42.49,0.0,OK
-257.43,26.53,-531.47,42.49,0.0,OK
-262.43,26.53,-532.19,42.49,0.0,OK
-267.4,26.53,-532.0,42.49,0.0,OK
-270.75,26.53,-531.38,42.49,0.0,OK
-272.64,26.53,-526.21,42.49,0.0,OK
-262.98,26.53,-518.96,42.49,0.0,OK
-253.37,26.53,-506.62,42.49,0.0,OK
-239.34,26.53,-485.64,42.49,0.0,OK
-217.67,26.53,-449.0,42.49,0.0,OK
-184.87,26.53,-399.54,42.49,0.0,OK
-144.76,26.53,-331.97,42.49,0.0,OK
-95.31,26.53,-246.93,55.25,0.0,OK
-44.52,39.16,-145.04,55.25,-10.0,OK
10.33,39.16,-37.19,55.25,-10.0,OK
63.95,39.16,75.71,55.25,-10.0,OK
111.16,39.16,196.16,55.25,-10.0,OK
149.5,39.16,306.82,55.25,-10.0,OK
177.65,39.16,401.43,55.25,-10.0,OK
199.92,39.16,492.22,55.25,-10.0,OK
214.75,39.16,566.74,55.25,-10.0,OK
221.48,39.16,617.98,55.25,-10.0,OK
220.81,39.16,658.1,55.25,-10.0,OK
215.79,39.16,689.91,55.25,-10.0,OK
205.93,39.16,705.5,55.25,-10.0,OK
198.73,39.16,712.94,55.25,-10.0,OK
190.11,39.16,713.46,55.25,-10.0,OK
176.01,39.16,707.72,55.25,-10.0,OK
160.75,39.16,700.96,55.25,-10.0,OK
150.44,39.16,689.38,55.25,-10.0,OK
143.14,39.16,679.5,55.25,-10.0,OK
131.77,39.16,664.93,55.25,-10.0,OK
117.94,39.16,645.21,55.25,-10.0,OK
109.66,39.16,623.7,55.25,-10.0,OK
101.4,39.16,608.53,55.25,-10.0,OK
88.66,39.16,585.3,55.25,-10.0,OK
79.73,39.16,559.6,55.25,-10.0,OK
69.91,39.16,535.87,55.25,-10.0,OK
63.7,39.16,514.46,55.25,-10.0,OK
57.16,39.16,492.23,55.25,-10.0,OK
53.01,39.16,473.74,55.25,-10.0,OK
46.58,39.16,457.79,55.25,-10.0,OK
42.8,39.16,442.06,55.25,-10.0,OK
37.04,39.16,424.89,55.25,-10.0,OK
35.06,39.16,409.01,55.25,-10.0,OK
34.36,39.16,398.56,55.25,-10.0,OK
31.45,39.16,386.25,55.25,-10.0,OK
26.09,39.16,370.46,55.25,-10.0,OK
20.52,39.16,354.37,55.25,-10.0,OK
15.57,39.16,340.22,55.25,-10.0,OK
8.19,39.16,323.37,55.25,-10.0,OK
-1.18,39.16,303.88,55.25,-10.0,OK
-14.99,39.16,281.56,55.25,-10.0,OK
-28.54,39.16,257.05,55.25,-10.0,OK
-40.75,39.16,229.74,55.25,-10.0,OK
-47.61,39.16,206.71,55.25,-10.0,OK
-56.33,39.16,178.66,55.25,-10.0,OK
-67.83,39.16,147.88,55.25,-10.0,OK
-81.63,39.16,123.12,55.25,-10.0,OK
-88.9,39.16,96.47,55.25,-10.0,OK
-92.38,39.16,65.78,55.25,-10.0,OK
-99.57,39.16,42.3,55.25,-10.0,OK
-112.29,39.16,16.6,55.25,-10.0,OK
-119.14,39.16,-9.64,55.25,-10.0,OK
-122.17,39.16,-32.01,55.25,-10.0,OK
-130.55,39.16,-52.73,55.25,-10.0,OK
-136.16,39.16,-72.64,55.25,-10.0,OK
-137.23,39.16,-90.95,55.25,-10.0,OK
-141.84,39.16,-111.31,55.25,-10.0,OK
-147.12,39.16,-130.4,55.25,-10.0,OK
-147.57,39.16,-149.9,55.25,-10.0,OK
-148.39,39.16,-166.83,55.25,-10.0,OK
-152.0,39.16,-179.88,55.25,-10.0,OK
-153.64,39.16,-199.73,55.25,-10.0,OK
-152.79,39.16,-222.62,55.25,-10.0,OK
-151.74,39.16,-237.92,55.25,-10.0,OK
-151.71,39.16,-245.93,55.25,-10.0,OK
-151.94,39.16,-260.46,55.25,-10.0,OK
-153.7,39.16,-280.22,55.25,-10.0,OK
-157.5,39.16,-294.08,55.25,-10.0,OK
-157.9,39.16,-304.92,55.25,-10.0,OK
-162.31,39.16,-316.81,55.25,-10.0,OK
-169.7,39.16,-328.94,55.25,-10.0,OK
-178.2,39.16,-344.39,55.25,-10.0,OK
-187.98,39.16,-363.02,55.25,-10.0,OK
-200.14,39.16,-374.55,55.25,-10.0,OK
-209.93,39.16,-387.52,55.25,-10.0,OK
-222.67,39.16,-398.59,55.25,-10.0,OK
-239.1,39.16,-412.6,55.25,-10.0,OK
-259.07,39.16,-430.68,55.25,-10.0,OK
-276.63,39.16,-446.04,55.25,-10.0,OK
-295.73,39.16,-453.56,55.25,-10.0,OK
-314.45,39.16,-466.77,55.25,-10.0,OK
-333.93,39.16,-482.67,55.25,-10.0,OK
-349.63,39.16,-491.47,55.25,-10.0,OK
-362.43,39.16,-498.33,55.25,-10.0,OK
-366.71,39.16,-500.98,55.25,-10.0,OK
-363.43,39.16,-498.3,55.25,-10.0,OK
-355.05,39.16,-483.2,55.25,-10.0,OK
-341.8,39.16,-458.91,55.25,-10.0,OK
-313.78,39.16,-416.71,55.25,-10.0,OK
-274.36,39.16,-356.56,55.25,-10.0,OK
-231.61,39.16,-280.97,55.25,-10.0,OK
-182.08,39.16,-192.05,68.44,-10.0,OK
-133.58,52.35,-101.07,68.44,-10.0,OK
-87.86,52.35,-7.77,68.44,-10.0,OK
-40.68,52.35,95.43,68.44,-10.0,OK
-6.18,52.35,184.04,68.44,-10.0,OK
15.0,52.35,254.22,68.44,-10.0,OK
32.61,52.35,316.29,68.44,-10.0,OK
45.74,52.35,366.52,68.44,-10.0,OK
46.01,52.35,393.41,68.44,-10.0,OK
41.7,52.35,404.58,68.44,-10.0,OK
36.33,52.35,402.68,68.44,-10.0,OK
30.09,52.35,396.33,68.44,-10.0,OK
22.13,52.35,383.04,68.44,-10.0,OK
16.01,52.35,358.9,68.44,-10.0,OK
5.51,52.35,333.4,68.44,-10.0,OK
-4.53,52.35,311.29,68.44,-10.0,OK
-7.8,52.35,285.96,68.44,-10.0,OK
-10.34,52.35,257.97,68.44,-10.0,OK
-16.35,52.35,231.2,68.44,-10.0,OK
-19.06,52.35,204.38,68.44,-10.0,OK
-18.17,52.35,177.49,68.44,-10.0,OK
-16.84,52.35,152.81,68.44,-10.0,OK
-10.68,52.35,131.39,68.44,-10.0,OK
-2.06,52.35,111.33,68.44,-10.0,OK
4.68,52.35,92.68,68.44,-10.0,OK
11.24,52.35,77.98,68.44,-10.0,OK
26.79,52.35,69.53,68.44,-10.0,OK
42.41,52.35,58.6,68.44,-10.0,OK
54.88,52.35,50.72,68.44,-10.0,OK
63.58,52.35,47.13,68.44,-10.0,OK
71.94,52.35,41.09,68.44,-10.0,OK
79.04,52.35,32.03,68.44,-10.0,OK
86.93,52.35,26.3,68.44,-10.0,OK
90.8,52.35,20.28,68.44,-10.0,OK
91.81,52.35,8.77,68.44,-10.0,OK
89.49,52.35,-6.56,68.44,-10.0,OK
85.59,52.35,-20.28,68.44,-10.0,OK
83.76,52.35,-33.81,68.44,-10.0,OK
77.06,52.35,-51.59,68.44,-10.0,OK
67.14,52.35,-73.5,68.44,-10.0,OK
58.58,52.35,-98.4,68.44,-10.0,OK
53.74,52.35,-117.94,68.44,-10.0,OK
48.3,52.35,-135.29,68.44,-10.0,OK
36.09,52.35,-157.95,68.44,-10.0,OK
27.54,52.35,-181.79,68.44,-10.0,OK
22.14,52.35,-202.25,68.44,-10.0,OK
17.5,52.35,-221.71,68.44,-10.0,OK
9.58,52.35,-238.35,68.44,-10.0,OK
6.05,52.35,-256.6,68.44,-10.0,OK
2.17,52.35,-274.49,68.44,-10.0,OK
-0.27,52.35,-290.73,68.44,-10.0,OK
-2.74,52.35,-308.86,68.44,-10.0,OK
-1.69,52.35,-323.76,68.44,-10.0,OK
-2.1,52.35,-340.04,68.44,-10.0,OK
-3.37,52.35,-356.53,68.44,-10.0,OK
-1.64,52.35,-374.58,68.44,-10.0,OK
0.19,52.35,-386.47,68.44,-10.0,OK
-0.71,52.35,-397.39,68.44,-10.0,OK
-1.66,52.35,-407.82,68.44,-10.0,OK
-2.36,52.35,-418.59,68.44,-10.0,OK
-3.73,52.35,-423.74,68.44,-10.0,OK
-6.21,52.35,-429.24,68.44,-10.0,OK
-8.42,52.35,-435.74,68.44,-10.0,OK
-9.66,52.35,-442.87,68.44,-10.0,OK
-14.04,52.35,-446.23,68.44,-10.0,OK
-21.53,52.35,-449.98,68.44,-10.0,OK
-28.19,52.35,-454.83,68.44,-10.0,OK
-34.88,52.35,-460.47,68.44,-10.0,OK
-40.96,52.35,-462.86,68.44,-10.0,OK
-42.98,52.35,-467.16,68.44,-10.0,OK
-43.4,52.35,-471.06,68.44,-10.0,OK
-41.99,52.35,-472.22,68.44,-10.0,OK
-38.77,52.35,-472.38,68.44,-10.0,OK
-35.1,52.35,-471.81,68.44,-10.0,OK
