sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,delta,status
1070.5,128.89,353.07,81.1,71.0,OK
992.56,128.89,349.31,81.1,71.0,OK
916.64,128.89,344.9,81.1,71.0,OK
840.67,128.89,338.08,81.1,71.0,OK
771.21,128.89,334.62,81.1,71.0,OK
702.48,128.89,343.37,81.1,71.0,OK
639.75,128.89,358.54,81.1,71.0,OK
592.65,128.89,384.3,81.1,71.0,OK
537.01,128.89,422.07,81.1,71.0,OK
491.29,128.89,477.77,81.1,71.0,OK
466.33,128.89,542.68,81.1,71.0,OK
483.87,128.89,617.54,89.25,71.0,OK
545.3,128.89,699.74,89.25,71.0,OK
661.76,128.89,781.26,89.25,71.0,OK
793.65,128.89,858.16,89.25,71.0,OK
932.73,128.89,924.64,89.25,71.0,OK
1061.22,128.27,981.78,89.25,-50.0,OK
1176.96,128.27,1028.63,89.25,-50.0,OK
1263.57,128.27,1051.46,89.25,-50.0,OK
1322.6,128.27,1048.68,89.25,-50.0,OK
1356.72,128.27,1034.97,89.25,-50.0,OK
1381.2,128.27,1012.71,89.25,-50.0,OK
1399.14,128.27,974.55,89.25,-50.0,OK
1413.88,128.27,917.71,89.25,-50.0,OK
1412.39,128.27,853.46,89.25,-50.0,OK
1420.43,128.27,786.4,89.25,-50.0,OK
1436.75,128.27,719.21,89.25,-50.0,OK
1456.29,128.27,651.38,89.25,-50.0,OK
1483.59,128.27,584.4,89.25,-50.0,OK
1531.33,128.27,511.2,89.25,-50.0,OK
1582.06,128.27,441.06,89.25,-50.0,OK
1649.93,128.27,374.83,89.25,-50.0,OK
1732.05,128.27,312.65,89.25,-50.0,OK
1821.51,128.27,251.56,89.25,-50.0,OK
1934.62,128.27,192.48,89.25,-50.0,OK
2082.48,128.27,138.9,89.25,-50.0,OK
2237.46,128.27,92.53,89.25,-50.0,OK
2375.4,128.27,44.29,89.25,-50.0,OK
2500.04,128.27,-5.61,89.25,-50.0,OK
2625.94,128.27,-49.21,89.25,-50.0,OK
2730.38,128.27,-90.33,89.25,-50.0,OK
2770.06,128.27,-134.97,89.25,-50.0,OK
2749.0,128.27,-181.21,89.25,-50.0,OK
2708.05,128.27,-229.07,89.25,-50.0,OK
2667.1,128.27,-279.33,89.25,-50.0,OK
2626.15,128.27,-330.91,89.25,-50.0,OK
2585.2,128.27,-379.33,89.25,-50.0,OK
2544.25,128.27,-435.52,89.25,-50.0,OK
2503.3,128.27,-493.96,89.25,-50.0,OK
2462.35,128.27,-549.05,89.25,-50.0,OK
2421.4,128.27,-604.36,89.25,-50.0,OK
2380.45,128.27,-665.8,89.25,-50.0,OK
2339.5,128.27,-723.79,89.25,-50.0,OK
2298.55,128.27,-780.16,89.25,-50.0,OK
2257.6,128.27,-835.63,89.25,-50.0,OK
2216.65,128.27,-888.58,89.25,-50.0,OK
2175.7,128.27,-940.25,89.25,-50.0,OK
2134.75,128.27,-996.47,89.25,-50.0,OK
2093.8,128.27,-1044.02,89.25,-50.0,OK
1914.02,128.27,-1087.62,89.25,-50.0,OK
1702.13,128.27,-1130.5,89.25,-50.0,OK
1546.8,128.27,-1175.84,89.25,-50.0,OK
1274.53,128.27,-1211.73,89.25,-50.0,OK
747.38,128.27,-1243.67,89.25,-50.0,OK
157.67,128.27,-1271.53,89.25,-50.0,OK
-395.5,128.27,-1294.0,89.25,-50.0,OK
-906.26,128.27,-1313.31,89.25,-50.0,OK
