timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,delta,median_delta,iqr_delta,valid_ratio,status
22:04.0,-253.48,80.95,-247.75,80.71,22,31.5,33,1,OK
22:04.0,-259.18,80.95,-267.26,80.71,22,31.5,33,1,OK
22:04.0,-260.86,80.95,-277.2,80.71,22,31.5,33,1,OK
22:04.0,-257.94,80.95,-280.69,80.71,22,31.5,33,1,OK
22:04.0,-255.55,80.95,-281.6,80.71,22,31.5,33,1,OK
22:04.0,-252.28,80.95,-280.73,80.71,22,31.5,33,1,OK
22:04.0,-249.03,80.95,-277.31,80.71,22,31.5,33,1,OK
22:04.0,-248.57,80.95,-277.38,80.71,22,31.5,33,1,OK
22:04.1,-250.41,80.95,-279.17,80.71,22,31.5,33,1,OK
22:04.1,-251.71,80.95,-286.07,80.71,22,31.5,33,1,OK
22:04.1,-255.25,80.95,-296.5,80.71,22,31.5,33,1,OK
22:04.1,-259.9,80.95,-313.06,80.71,22,31.5,33,1,OK
22:04.1,-266.81,80.95,-330.79,80.71,22,31.5,33,1,OK
22:04.1,-273.94,80.95,-352.1,80.71,22,31.5,33,1,OK
22:04.1,-277.59,80.95,-371.78,80.71,22,31.5,33,1,OK
22:04.1,-285.48,80.95,-389.99,80.71,22,31.5,33,1,OK
22:04.1,-293.46,80.95,-404.81,80.71,22,31.5,33,1,OK
22:04.2,-298.34,80.95,-419.78,80.71,22,31.5,33,1,OK
22:04.2,-301.76,80.95,-433.12,80.71,22,31.5,33,1,OK
22:04.2,-307.73,80.95,-444.69,80.71,22,31.5,33,1,OK
22:04.2,-306.26,80.95,-454.56,80.71,22,31.5,33,1,OK
22:04.2,-302.55,80.95,-461.54,80.71,22,31.5,33,1,OK
22:04.2,-295.32,80.95,-467.28,80.71,22,31.5,33,1,OK
22:04.2,-286.7,80.95,-466.78,80.71,22,31.5,33,1,OK
22:04.2,-275.13,80.95,-463.98,80.71,22,31.5,33,1,OK
22:04.2,-261.51,80.95,-458.06,80.71,22,31.5,33,1,OK
22:04.3,-247.88,80.95,-450.43,80.71,22,31.5,33,1,OK
22:04.3,-233.65,80.95,-437.77,80.71,22,31.5,33,1,OK
22:04.3,-216.16,80.95,-422.92,80.71,22,31.5,33,1,OK
22:04.3,-199.03,80.95,-404.39,80.71,22,31.5,33,1,OK
22:04.3,-184.14,80.95,-382.6,80.71,22,31.5,33,1,OK
22:04.3,-167.9,80.95,-359.26,80.71,22,31.5,33,1,OK
22:04.3,-153.24,81.67,-334.43,80.71,22,31.5,33,1,OK
22:04.3,-140.94,81.67,-309.83,80.71,22,31.5,33,1,OK
22:04.3,-128.88,81.67,-286.65,82.3,22,30,32,1,OK
22:04.4,-112.96,81.67,-262.8,82.3,22,30,32,1,OK
22:04.4,-88.72,81.67,-240.75,82.3,22,30,32,1,OK
22:04.4,-51.79,81.67,-208.4,82.3,22,30,32,1,OK
22:04.4,5.29,81.67,-167.31,82.3,22,30,32,1,OK
22:04.4,85.35,81.67,-108.35,82.3,22,30,32,1,OK
22:04.4,186.76,81.67,-28.42,82.3,22,30,32,1,OK
22:04.4,305.95,81.67,77.32,82.3,22,30,32,1,OK
22:04.4,435.93,81.67,201.9,82.3,22,30,32,1,OK
22:04.4,561.74,81.67,342.5,82.3,22,30,32,1,OK
22:04.5,674.38,81.67,492.59,82.3,22,30,32,1,OK
22:04.5,769.08,81.67,639.7,82.3,22,30,32,1,OK
22:04.5,834.59,81.67,774.56,82.3,22,30,32,1,OK
22:04.5,871.15,81.67,888.18,82.3,22,30,32,1,OK
22:04.5,879.77,81.67,977.06,82.3,22,30,32,1,OK
22:04.5,864.53,81.67,1033.27,82.3,22,30,32,1,OK
22:04.5,825.09,81.67,1059.8,82.3,22,30,32,1,OK
22:04.5,769.54,81.67,1057.41,82.3,22,30,32,1,OK
22:04.5,699.58,81.67,1026.52,82.3,22,30,32,1,OK
22:04.5,622.9,81.67,971.52,82.3,22,30,32,1,OK
22:04.6,539.13,81.67,897.53,82.3,22,30,32,1,OK
22:04.6,454.06,81.67,807.86,82.3,22,30,32,1,OK
22:04.6,369.28,81.67,707.09,82.3,22,30,32,1,OK
22:04.6,286.01,81.67,602.14,82.3,22,30,32,1,OK
22:04.6,202.08,81.67,494.83,82.3,22,30,32,1,OK
22:04.6,121.42,81.67,387.06,82.3,22,30,32,1,OK
22:04.6,46.29,81.67,281.87,82.3,22,30,32,1,OK
22:04.6,-23.3,81.67,183.3,82.3,22,30,32,1,OK
22:04.6,-86.06,81.67,90.81,82.3,22,30,32,1,OK
22:04.7,-141.64,81.67,5.77,82.3,22,30,32,1,OK
22:04.7,-183.89,81.67,-68.07,82.3,22,30,32,1,OK
22:04.7,-218.47,81.67,-131.32,82.3,22,30,32,1,OK
22:04.7,-243.61,81.67,-184.63,82.3,22,30,32,1,OK
22:04.7,-260.4,81.67,-227.59,82.3,22,30,32,1,OK
22:04.7,-267.3,81.67,-263.48,82.3,22,30,32,1,OK
22:04.7,-270.18,81.67,-287.37,82.3,22,30,32,1,OK
22:04.7,-269.04,81.67,-303.12,82.3,22,30,32,1,OK
22:04.7,-265.86,81.67,-311.83,82.3,22,30,32,1,OK
22:04.8,-260.23,81.67,-316.94,82.3,22,30,32,1,OK
22:04.8,-254.85,81.67,-314.02,82.3,22,30,32,1,OK
22:04.8,-250.82,81.67,-316.01,82.3,22,30,32,1,OK
22:04.8,-246.08,81.67,-320.1,82.3,22,30,32,1,OK
22:04.8,-244.52,81.67,-327.06,82.3,22,30,32,1,OK
22:04.8,-244.68,81.67,-333.35,82.3,22,30,32,1,OK
22:04.8,-246.3,81.67,-344.69,82.3,22,30,32,1,OK
22:04.8,-251.11,81.67,-355.08,82.3,22,30,32,1,OK
22:04.8,-259,81.67,-367.49,82.3,22,30,32,1,OK
22:04.9,-267.27,81.67,-380.82,82.3,22,30,32,1,OK
22:04.9,-275.82,81.67,-394.88,82.3,22,30,32,1,OK
22:04.9,-285.89,81.67,-408.35,82.3,22,30,32,1,OK
22:04.9,-294.72,81.67,-420.6,82.3,22,30,32,1,OK
22:04.9,-302.6,81.67,-429.56,82.3,22,30,32,1,OK
22:04.9,-308.52,81.67,-433.87,82.3,22,30,32,1,OK
22:04.9,-313.6,81.67,-437.71,82.3,22,30,32,1,OK
22:04.9,-314.38,81.67,-436.82,82.3,22,30,32,1,OK
22:04.9,-312.18,81.67,-435.21,82.3,22,30,32,1,OK
22:05.0,-307.44,81.67,-430.73,82.3,22,30,32,1,OK
22:05.0,-299.69,81.67,-423.8,82.3,22,30,32,1,OK
22:05.0,-288.05,81.67,-415.5,82.3,22,30,32,1,OK
22:05.0,-276.37,81.67,-404.67,82.3,22,30,32,1,OK
22:05.0,-263.41,81.67,-391.96,82.3,22,30,32,1,OK
22:05.0,-248.08,81.67,-376.51,82.3,22,30,32,1,OK
22:05.0,-230.88,81.67,-360.39,82.3,22,30,32,1,OK
22:05.0,-215.65,81.67,-343.11,82.3,22,30,32,1,OK
22:05.0,-199.37,81.67,-324.88,82.3,22,30,32,1,OK
22:05.1,-181.17,81.67,-304.28,82.3,22,30,32,1,OK
22:05.1,-165.94,81.67,-284.87,82.3,22,30,32,1,OK
22:05.1,-152.68,80.49,-263.15,82.81,22,30,32,1,OK
22:05.1,-139.29,80.49,-242.26,82.81,22,30,32,1,OK
22:05.1,-127.45,80.49,-222.65,82.81,22,30,32,1,OK
22:05.1,-119.39,80.49,-206.62,82.81,22,30,32,1,OK
22:05.1,-108.49,80.49,-191.3,82.81,22,30,32,1,OK
22:05.1,-94.5,80.49,-179.01,82.81,22,30,32,1,OK
22:05.1,-70.6,80.49,-162.84,82.81,22,30,32,1,OK
22:05.2,-29.41,80.49,-140.38,82.81,22,30,32,1,OK
22:05.2,33.89,80.49,-102.53,82.81,22,30,32,1,OK
22:05.2,119.05,80.49,-47.42,82.81,22,30,32,1,OK
22:05.2,222.95,80.49,29.13,82.81,22,30,32,1,OK
22:05.2,345.28,80.49,130.41,82.81,22,30,32,1,OK
22:05.2,472.96,80.49,252.68,82.81,22,30,32,1,OK
22:05.2,592.46,80.49,386.23,82.81,22,30,32,1,OK
22:05.2,697.07,80.49,525.65,82.81,22,30,32,1,OK
22:05.2,781,80.49,661.69,82.81,22,30,32,1,OK
22:05.3,832.33,80.49,779.88,82.81,22,30,32,1,OK
22:05.3,851.36,80.49,873.92,82.81,nan,30,32,1,SKIP
22:05.3,843.83,80.49,940.42,82.81,nan,30,32,1,SKIP
22:05.3,812.36,80.49,975.67,82.81,nan,30,32,1,SKIP
22:05.3,760.11,80.49,979.06,82.81,nan,30,32,1,SKIP
22:05.3,694.61,80.49,955.83,82.81,nan,30,32,1,SKIP
22:05.3,619.36,80.49,908.91,82.81,nan,30,32,1,SKIP
22:05.3,537.59,80.49,843.49,82.81,nan,30,32,1,SKIP
22:05.3,452.72,80.49,764.3,82.81,nan,30,32,1,SKIP
22:05.3,368.99,80.49,674.41,82.81,nan,30,32,1,SKIP
22:05.4,285.11,80.49,578.64,82.81,nan,30,32,1,SKIP
22:05.4,203.34,80.49,478.69,82.81,nan,30,32,1,SKIP
22:05.4,125.23,80.49,378.04,82.81,nan,30,32,1,SKIP
22:05.4,51.42,80.49,278.48,82.81,nan,30,32,1,SKIP
22:05.4,-15.99,80.49,183.18,82.81,nan,30,32,1,SKIP
22:05.4,-76.23,80.49,94.51,82.81,nan,30,32,1,SKIP
22:05.4,-125.7,80.49,14.68,82.81,nan,30,32,1,SKIP
22:05.4,-166,80.49,-56.48,82.81,nan,30,32,1,SKIP
22:05.4,-197.87,80.49,-118.94,82.81,nan,30,32,1,SKIP
22:05.4,-222.74,80.49,-171.75,82.81,nan,30,32,1,SKIP
22:05.5,-238.29,80.49,-215.31,82.81,nan,30,32,1,SKIP
22:05.5,-248.53,80.49,-249.05,82.81,nan,30,32,1,SKIP
22:05.5,-251.23,80.49,-270.23,82.81,nan,30,32,1,SKIP
22:05.5,-248.25,80.49,-283.4,82.81,nan,30,32,1,SKIP
22:05.5,-240.55,80.49,-288.31,82.81,nan,30,32,1,SKIP
22:05.5,-230.66,80.49,-286.88,82.81,nan,30,32,1,SKIP
22:05.5,-218.97,80.49,-282.43,82.81,nan,30,32,1,SKIP
22:05.5,-207.25,80.49,-278.33,82.81,nan,30,32,1,SKIP
22:05.5,-194.96,80.49,-273.44,82.81,nan,30,32,1,SKIP
22:05.5,-185.39,80.49,-269.62,82.81,nan,30,32,1,SKIP
22:05.6,-178.72,80.49,-267.12,82.81,nan,30,32,1,SKIP
22:05.6,-173.16,80.49,-268.99,82.81,nan,30,32,1,SKIP
22:05.6,-173.08,80.49,-270.6,82.81,nan,30,32,1,SKIP
22:05.6,-177.91,80.49,-272.66,82.81,nan,30,32,1,SKIP
22:05.6,-185.54,80.49,-278.42,82.81,nan,30,32,1,SKIP
22:05.6,-195.89,80.49,-285.6,82.81,nan,30,32,1,SKIP
22:05.6,-208.35,80.49,-293.32,82.81,nan,30,32,1,SKIP
22:05.6,-220.89,80.49,-304.41,82.81,nan,30,32,1,SKIP
22:05.6,-235.78,80.49,-317.41,82.81,nan,30,32,1,SKIP
22:05.6,-249.51,80.49,-329.19,82.81,nan,30,32,1,SKIP
22:05.7,-262.93,80.49,-343.62,82.81,nan,30,32,1,SKIP
22:05.7,-275.64,80.49,-354.99,82.81,nan,30,32,1,SKIP
22:05.7,-284.8,80.49,-366.04,82.81,nan,30,32,1,SKIP
22:05.7,-290.78,80.49,-377.62,82.81,nan,30,32,1,SKIP
22:05.7,-294.3,80.49,-385.69,82.81,nan,30,32,1,SKIP
22:05.7,-294.42,80.49,-390.62,82.81,nan,30,32,1,SKIP
22:05.7,-290.24,80.49,-391.54,82.81,nan,30,32,1,SKIP
22:05.7,-285.92,80.49,-391.37,82.81,nan,30,32,1,SKIP
22:05.7,-277.58,80.49,-386.91,82.81,nan,30,32,1,SKIP
22:05.7,-266.27,80.49,-380.71,82.81,nan,30,32,1,SKIP
22:05.8,-253.2,80.49,-370.64,82.81,nan,30,32,1,SKIP
22:05.8,-240.96,80.49,-360.92,82.81,nan,30,32,1,SKIP
22:05.8,-225.59,80.49,-345.26,82.81,nan,30,32,1,SKIP
22:05.8,-210.36,80.49,-328.37,82.81,nan,30,32,1,SKIP
22:05.8,-196.39,80.49,-308.44,82.81,nan,30,32,1,SKIP
22:05.8,-182.85,80.49,-287.65,82.81,nan,30,32,1,SKIP
22:05.8,-169.89,80.49,-267.66,82.81,nan,30,32,1,SKIP
22:05.8,-157.37,80.49,-249.25,82.81,nan,30,32,1,SKIP
22:05.8,-145.85,80.49,-231.58,82.81,nan,30,32,1,SKIP
22:05.8,-128.47,80.49,-214.46,84.12,nan,30,32,1,SKIP
22:05.9,-104.29,80.49,-198.29,84.12,nan,30,32,1,SKIP
22:05.9,-68.43,80.49,-175.95,84.12,nan,30,32,1,SKIP
22:05.9,-20.33,80.49,-146.92,84.12,nan,30,32,1,SKIP
22:05.9,48.85,79.81,-104.89,84.12,-40,26,53,1,OK
22:05.9,134.3,79.81,-47.7,84.12,-40,26,53,1,OK
22:05.9,236.96,79.81,29.3,84.12,-40,26,53,1,OK
22:05.9,349.36,79.81,123.87,84.12,-40,26,53,1,OK
22:05.9,463.59,79.81,234.07,84.12,-40,26,53,1,OK
22:05.9,568.32,79.81,351.9,84.12,-40,26,53,1,OK
22:06.0,655.23,79.81,468.09,84.12,-40,26,53,1,OK
22:06.0,716.59,79.81,575.84,84.12,-40,26,53,1,OK
22:06.0,750.87,79.81,666.79,84.12,-40,26,53,1,OK
22:06.0,757.84,79.81,736.96,84.12,-40,26,53,1,OK
22:06.0,737.96,79.81,782.01,84.12,-40,26,53,1,OK
22:06.0,699.09,79.81,803.11,84.12,-40,26,53,1,OK
22:06.0,642.52,79.81,796.01,84.12,-40,26,53,1,OK
22:06.0,572.94,79.81,767.87,84.12,-40,26,53,1,OK
22:06.0,495.8,79.81,718.48,84.12,-40,26,53,1,OK
22:06.1,413.24,79.81,653.44,84.12,-40,26,53,1,OK
22:06.1,329,79.81,575.46,84.12,-40,26,53,1,OK
22:06.1,246.16,79.81,493.98,84.12,-40,26,53,1,OK
22:06.1,163.77,79.81,403.72,84.12,-40,26,53,1,OK
22:06.1,85.4,79.81,312.49,84.12,-40,26,53,1,OK
22:06.1,11.94,79.81,223.35,84.12,-40,26,53,1,OK
22:06.1,-57.41,79.81,138.83,84.12,-40,26,53,1,OK
22:06.1,-120.02,79.81,56.16,84.12,-40,26,53,1,OK
22:06.1,-174.43,79.81,-15.88,84.12,-40,26,53,1,OK
22:06.1,-218.82,79.81,-79.96,84.12,-40,26,53,1,OK
22:06.2,-250.31,79.81,-133.42,84.12,-40,26,53,1,OK
22:06.2,-273.09,79.81,-176.05,84.12,-40,26,53,1,OK
22:06.2,-286.48,79.81,-206.28,84.12,-40,26,53,1,OK
22:06.2,-288.12,79.81,-224.78,84.12,-40,26,53,1,OK
22:06.2,-281.81,79.81,-235.13,84.12,-40,26,53,1,OK
22:06.2,-271.27,79.81,-235.91,84.12,-40,26,53,1,OK
22:06.2,-255.57,79.81,-231.72,84.12,-40,26,53,1,OK
22:06.2,-236.52,79.81,-224.6,84.12,-40,26,53,1,OK
22:06.2,-219.87,79.81,-217.19,84.12,-40,26,53,1,OK
22:06.3,-206.11,79.81,-207.92,84.12,-40,26,53,1,OK
22:06.3,-198.29,79.81,-202.9,84.12,-40,26,53,1,OK
22:06.3,-194.4,79.81,-200.83,84.12,-40,26,53,1,OK
22:06.3,-197.53,79.81,-202.13,84.12,-40,26,53,1,OK
22:06.3,-203.85,79.81,-208.27,84.12,-40,26,53,1,OK
22:06.3,-215.09,79.81,-217.26,84.12,-40,26,53,1,OK
22:06.3,-226.82,79.81,-230.71,84.12,-40,26,53,1,OK
22:06.3,-240.06,79.81,-245.5,84.12,-40,26,53,1,OK
22:06.3,-252.86,79.81,-262.48,84.12,-40,26,53,1,OK
22:06.4,-266.38,79.81,-279.98,84.12,-40,26,53,1,OK
22:06.4,-277.85,79.81,-297.54,84.12,-40,26,53,1,OK
22:06.4,-287.33,79.81,-316.33,84.12,-40,26,53,1,OK
22:06.4,-294.86,79.81,-334.98,84.12,-40,26,53,1,OK
22:06.4,-300.01,79.81,-353.61,84.12,-40,26,53,1,OK
22:06.4,-300.85,79.81,-368.33,84.12,-40,26,53,1,OK
22:06.4,-298.89,79.81,-383.18,84.12,-40,26,53,1,OK
22:06.4,-296.06,79.81,-392.17,84.12,-40,26,53,1,OK
22:06.4,-289.15,79.81,-397.96,84.12,-40,26,53,1,OK
22:06.5,-280.47,79.81,-397.61,84.12,-40,26,53,1,OK
22:06.5,-269.05,79.81,-394.7,84.12,-40,26,53,1,OK
22:06.5,-255.51,79.81,-387,84.12,-40,26,53,1,OK
22:06.5,-237.94,79.81,-374.01,84.12,-40,26,53,1,OK
22:06.5,-223.38,79.81,-356.71,84.12,-40,26,53,1,OK
22:06.5,-205.01,79.81,-337.78,84.12,-40,26,53,1,OK
22:06.5,-188.16,79.81,-315.28,84.12,-40,26,53,1,OK
22:06.5,-171.35,79.81,-290.52,84.12,-40,26,53,1,OK
22:06.5,-152.4,82.71,-266.75,84.12,-40,26,53,1,OK
22:06.6,-121.7,82.71,-240.46,84.12,-40,26,53,1,OK
22:06.6,-79.18,82.71,-205.9,82.39,22,22,53,1,OK
22:06.6,-16.51,82.71,-165.36,82.39,22,22,53,1,OK
22:06.6,69.93,82.71,-112.85,82.39,22,22,53,1,OK
22:06.6,180.46,82.71,-40.89,82.39,22,22,53,1,OK
22:06.6,306.38,82.71,47.55,82.39,22,22,53,1,OK
22:06.6,439.39,82.71,153.37,82.39,22,22,53,1,OK
22:06.6,568.43,82.71,274.32,82.39,22,22,53,1,OK
22:06.6,683.86,82.71,404.01,82.39,22,22,53,1,OK
22:06.7,777.58,82.71,531.49,82.39,22,22,53,1,OK
22:06.7,843.23,82.71,651.54,82.39,22,22,53,1,OK
22:06.7,878.7,82.71,755.37,82.39,22,22,53,1,OK
22:06.7,884.39,82.71,837.34,82.39,22,22,53,1,OK
22:06.7,862.63,82.71,893.01,82.39,22,22,53,1,OK
22:06.7,816.58,82.71,923.78,82.39,22,22,53,1,OK
22:06.7,754.28,82.71,929.11,82.39,22,22,53,1,OK
22:06.7,679.97,82.71,908.43,82.39,22,22,53,1,OK
22:06.7,599.74,82.71,867.08,82.39,22,22,53,1,OK
22:06.8,515.68,82.71,811.09,82.39,22,22,53,1,OK
22:06.8,429.34,82.71,740.57,82.39,22,22,53,1,OK
22:06.8,345.96,82.71,661.74,82.39,22,22,53,1,OK
22:06.8,261.28,82.71,579.91,82.39,22,22,53,1,OK
22:06.8,178.43,82.71,493.8,82.39,22,22,53,1,OK
22:06.8,100.32,82.71,403.33,82.39,22,22,53,1,OK
22:06.8,28.36,82.71,315,82.39,22,22,53,1,OK
22:06.8,-40.97,82.71,226.79,82.39,22,22,53,1,OK
22:06.8,-99.35,82.71,140.76,82.39,22,22,53,1,OK
22:06.9,-148.32,82.71,61.73,82.39,22,22,53,1,OK
22:06.9,-189.07,82.71,-11.82,82.39,22,22,53,1,OK
22:06.9,-219.76,82.71,-74.79,82.39,22,22,53,1,OK
22:06.9,-240.2,82.71,-127.14,82.39,22,22,53,1,OK
22:06.9,-253.1,82.71,-170.82,82.39,22,22,53,1,OK
22:06.9,-258.49,82.71,-203.84,82.39,22,22,53,1,OK
22:06.9,-257.18,82.71,-222.16,82.39,22,22,53,1,OK
22:06.9,-253.15,82.71,-236.25,82.39,22,22,53,1,OK
22:06.9,-245.5,82.71,-244.03,82.39,22,22,53,1,OK
22:07.0,-239.71,82.71,-245.38,82.39,22,22,53,1,OK
22:07.0,-235.21,82.71,-244.98,82.39,22,22,53,1,OK
22:07.0,-231.76,82.71,-245.16,82.39,22,22,53,1,OK
22:07.0,-230.79,82.71,-244.39,82.39,22,22,53,1,OK
22:07.0,-233.62,82.71,-246.48,82.39,22,22,53,1,OK
22:07.0,-236.62,82.71,-250.27,82.39,22,22,53,1,OK
22:07.0,-243.86,82.71,-256.09,82.39,22,22,53,1,OK
22:07.0,-252.48,82.71,-264.7,82.39,22,22,53,1,OK
22:07.0,-262.43,82.71,-273.34,82.39,22,22,53,1,OK
22:07.1,-272.01,82.71,-281.27,82.39,22,22,53,1,OK
22:07.1,-283.61,82.71,-290.81,82.39,22,22,53,1,OK
22:07.1,-291.6,82.71,-300.76,82.39,22,22,53,1,OK
22:07.1,-301.33,82.71,-310.68,82.39,22,22,53,1,OK
22:07.1,-307.68,82.71,-320.3,82.39,22,22,53,1,OK
22:07.1,-312.18,82.71,-328.98,82.39,22,22,53,1,OK
22:07.1,-313.88,82.71,-335.43,82.39,22,22,53,1,OK
22:07.1,-312.95,82.71,-340,82.39,22,22,53,1,OK
22:07.1,-308,82.71,-342.37,82.39,22,22,53,1,OK
22:07.2,-300.51,82.71,-344.6,82.39,22,22,53,1,OK
22:07.2,-291.42,82.71,-343.55,82.39,22,22,53,1,OK
22:07.2,-278.83,82.71,-339.4,82.39,22,22,53,1,OK
22:07.2,-265.66,82.71,-333.27,82.39,22,22,53,1,OK
22:07.2,-250.3,82.71,-324.23,82.39,22,22,53,1,OK
22:07.2,-233.2,82.71,-313.58,82.39,22,22,53,1,OK
22:07.2,-216.59,82.71,-301.22,82.39,22,22,53,1,OK
22:07.2,-199.37,82.71,-286.06,82.39,22,22,53,1,OK
22:07.2,-180.9,82.71,-269.56,82.39,22,22,53,1,OK
22:07.2,-164.63,82.44,-251.44,82.39,22,22,53,1,OK
22:07.3,-151.18,82.44,-230.74,82.39,22,22,53,1,OK
22:07.3,-137.24,82.44,-211.83,82.39,22,22,53,1,OK
22:07.3,-119.99,82.44,-192.51,82.39,22,22,53,1,OK
22:07.3,-103.7,82.44,-172.35,81.61,44,26,33,1,OK
22:07.3,-79.39,82.44,-150.73,81.61,44,26,33,1,OK
22:07.3,-39.63,82.44,-127.44,81.61,44,26,33,1,OK
22:07.3,19.29,82.44,-93.14,81.61,44,26,33,1,OK
22:07.3,95.57,82.44,-48.04,81.61,44,26,33,1,OK
22:07.3,199.03,82.44,15.97,81.61,44,26,33,1,OK
22:07.4,320.37,82.44,99.13,81.61,44,26,33,1,OK
22:07.4,448.54,82.44,204.36,81.61,44,26,33,1,OK
22:07.4,575.05,82.44,324.26,81.61,44,26,33,1,OK
22:07.4,693.45,82.44,452.12,81.61,44,26,33,1,OK
22:07.4,787.79,82.44,579.77,81.61,44,26,33,1,OK
22:07.4,854.64,82.44,699.3,81.61,44,26,33,1,OK
22:07.4,895.54,82.44,803.14,81.61,44,26,33,1,OK
22:07.4,908.3,82.44,883.95,81.61,44,26,33,1,OK
22:07.4,892.48,82.44,942.47,81.61,44,26,33,1,OK
22:07.5,857.09,82.44,976.35,81.61,44,26,33,1,OK
22:07.5,805.06,82.44,986.1,81.61,44,26,33,1,OK
22:07.5,738.8,82.44,970.04,81.61,44,26,33,1,OK
22:07.5,664.03,82.44,936.11,81.61,44,26,33,1,OK
22:07.5,586.18,82.44,885.17,81.61,44,26,33,1,OK
22:07.5,504.13,82.44,817.16,81.61,44,26,33,1,OK
22:07.5,423.39,82.44,739.71,81.61,44,26,33,1,OK
22:07.5,343.74,82.44,654.61,81.61,44,26,33,1,OK
22:07.5,264.5,82.44,563.14,81.61,44,26,33,1,OK
22:07.6,187.71,82.44,469.06,81.61,44,26,33,1,OK
22:07.6,115.18,82.44,372.84,81.61,44,26,33,1,OK
22:07.6,45.46,82.44,277.92,81.61,44,26,33,1,OK
22:07.6,-18.14,82.44,189.95,81.61,44,26,33,1,OK
22:07.6,-73.98,82.44,107.21,81.61,44,26,33,1,OK
22:07.6,-123.28,82.44,29.73,81.61,44,26,33,1,OK
22:07.6,-163.28,82.44,-37.86,81.61,44,26,33,1,OK
22:07.6,-195.62,82.44,-98.19,81.61,44,26,33,1,OK
22:07.6,-223.41,82.44,-150.73,81.61,44,26,33,1,OK
22:07.7,-244.12,82.44,-195.02,81.61,44,26,33,1,OK
22:07.7,-259.11,82.44,-228.39,81.61,44,26,33,1,OK
22:07.7,-269.72,82.44,-252.7,81.61,44,26,33,1,OK
22:07.7,-274.5,82.44,-268.47,81.61,44,26,33,1,OK
22:07.7,-275.83,82.44,-278.87,81.61,44,26,33,1,OK
22:07.7,-277.46,82.44,-281.29,81.61,44,26,33,1,OK
22:07.7,-276.64,82.44,-284.89,81.61,44,26,33,1,OK
22:07.7,-276.16,82.44,-286.48,81.61,44,26,33,1,OK
22:07.7,-278.43,82.44,-290.32,81.61,44,26,33,1,OK
22:07.8,-281.8,82.44,-294.33,81.61,44,26,33,1,OK
22:07.8,-284.23,82.44,-299.39,81.61,44,26,33,1,OK
22:07.8,-290.4,82.44,-306.78,81.61,44,26,33,1,OK
22:07.8,-298.86,82.44,-314.54,81.61,44,26,33,1,OK
22:07.8,-307.24,82.44,-323.38,81.61,44,26,33,1,OK
22:07.8,-312.8,82.44,-333.2,81.61,44,26,33,1,OK
22:07.8,-320.49,82.44,-345,81.61,44,26,33,1,OK
22:07.8,-327.1,82.44,-354.65,81.61,44,26,33,1,OK
22:07.8,-330.55,82.44,-364.11,81.61,44,26,33,1,OK
22:07.9,-333.08,82.44,-371.58,81.61,44,26,33,1,OK
22:07.9,-334.27,82.44,-377.22,81.61,44,26,33,1,OK
22:07.9,-334.3,82.44,-383.98,81.61,44,26,33,1,OK
22:07.9,-328.97,82.44,-387.07,81.61,44,26,33,1,OK
22:07.9,-324.01,82.44,-387.49,81.61,44,26,33,1,OK
22:07.9,-316,82.44,-385.4,81.61,44,26,33,1,OK
22:07.9,-307.47,82.44,-380.1,81.61,44,26,33,1,OK
22:07.9,-296.81,82.44,-373.22,81.61,44,26,33,1,OK
22:07.9,-284.44,82.44,-364.64,81.61,44,26,33,1,OK
22:08.0,-270.89,82.44,-353.87,81.61,44,26,33,1,OK
22:08.0,-258.51,82.44,-341.22,81.61,44,26,33,1,OK
22:08.0,-244.52,82.44,-328.02,81.61,44,26,33,1,OK
22:08.0,-229.22,82.44,-310.44,81.61,44,26,33,1,OK
22:08.0,-216.56,82.44,-296.51,81.61,44,26,33,1,OK
22:08.0,-204.53,82.44,-281.4,81.61,44,26,33,1,OK
22:08.0,-191.48,82.44,-267.21,81.61,44,26,33,1,OK
22:08.0,-180.83,82.44,-249.48,81.61,44,26,33,1,OK
22:08.0,-172.27,82.44,-231.64,81.12,44,26,33,1,OK
22:08.1,-164.96,82.44,-208.19,81.12,44,26,33,1,OK
22:08.1,-158.18,82.44,-190.55,81.12,44,26,33,1,OK
22:08.1,-150.59,82.44,-173.12,81.12,44,26,33,1,OK
22:08.1,-141.08,82.44,-160.65,81.12,44,26,33,1,OK
22:08.1,-121.96,82.44,-147.53,81.12,44,26,33,1,OK
22:08.1,-87.82,82.44,-131.24,81.12,44,26,33,1,OK
22:08.1,-33.08,82.44,-104.31,81.12,44,26,33,1,OK
22:08.1,42.35,82.44,-61.2,81.12,44,26,33,1,OK
22:08.1,144.83,79.38,1.45,81.12,-99,22,53,1,OK
22:08.2,266.35,79.38,85.17,81.12,-99,22,53,1,OK
22:08.2,398.27,79.38,183.77,81.12,-99,22,53,1,OK
22:08.2,529.09,79.38,302.37,81.12,-99,22,53,1,OK
22:08.2,650.42,79.38,424.49,81.12,-99,22,53,1,OK
22:08.2,751.21,79.38,548.07,81.12,-99,22,53,1,OK
22:08.2,823.46,79.38,663.36,81.12,-99,22,53,1,OK
22:08.2,867.42,79.38,766.41,81.12,-99,22,53,1,OK
22:08.2,882.73,79.38,843.08,81.12,-99,22,53,1,OK
22:08.2,871.29,79.38,895.85,81.12,-99,22,53,1,OK
22:08.3,837.83,79.38,923.94,81.12,-99,22,53,1,OK
