timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status,
2025-08-12 14:22,132.18,53.48,130.73,54.04,-40,OK
2025-08-12 14:22,104.39,53.48,97.97,54.04,-40,OK
2025-08-12 14:22,75.87,53.48,63.63,54.04,-40,OK
2025-08-12 14:22,52.92,53.48,33.4,54.04,-40,OK
2025-08-12 14:22,31.7,53.48,5.07,54.04,-40,OK
2025-08-12 14:22,14.71,53.48,-22.49,54.04,-40,OK
2025-08-12 14:22,2.23,53.48,-47.23,54.04,-40,OK
2025-08-12 14:22,-5.23,53.48,-65.97,54.04,-40,OK
2025-08-12 14:22,-6.58,53.48,-82.15,54.04,-40,OK
2025-08-12 14:22,-2.25,53.48,-92.28,54.04,-40,OK
2025-08-12 14:22,4.76,53.48,-96.66,54.04,-40,OK
2025-08-12 14:22,17.25,53.48,-98.83,54.04,-40,OK
2025-08-12 14:22,30.74,53.48,-95.54,54.04,-40,OK
2025-08-12 14:22,43.38,53.48,-89.3,54.04,-40,OK
2025-08-12 14:22,52.85,53.48,-83.66,54.04,-40,OK
2025-08-12 14:22,63.32,53.48,-75.5,54.04,-40,OK
2025-08-12 14:22,71.81,53.48,-64.05,54.04,-40,OK
2025-08-12 14:22,82.22,53.48,-53.53,54.04,-40,OK
2025-08-12 14:22,91.81,53.48,-43.03,54.04,-40,OK
2025-08-12 14:22,105.72,53.48,-30.83,54.04,-40,OK
2025-08-12 14:22,117.86,53.48,-19.55,54.04,-40,OK
2025-08-12 14:22,130.29,53.48,-10.34,54.04,-40,OK
2025-08-12 14:22,137.71,53.48,-1.37,54.04,-40,OK
2025-08-12 14:22,143.95,53.48,6.32,54.04,-40,OK
2025-08-12 14:22,145.23,53.48,9.71,54.04,-40,OK
2025-08-12 14:22,145.1,53.48,11.75,54.04,-40,OK
2025-08-12 14:22,141.44,53.48,12.66,54.04,-40,OK
