timestamp,accX,accY,accZ,ppg
2024-11-18 14:40:11.320,-1630.0,-1891.0,1968.0,10674.0
2024-11-18 14:40:11.340,-1471.0833333333333,-1886.4166666666667,1949.5833333333333,10674.333333333334
2024-11-18 14:40:11.360,-1312.1666666666667,-1881.8333333333333,1931.1666666666667,10674.666666666666
2024-11-18 14:40:11.380,-1153.25,-1877.25,1912.75,10675.0
2024-11-18 14:40:11.400,-994.3333333333334,-1872.6666666666667,1894.3333333333333,10675.333333333334
2024-11-18 14:40:11.420,-835.4166666666667,-1868.0833333333333,1875.9166666666667,10675.666666666666
2024-11-18 14:40:11.440,-676.5,-1863.5,1857.5,10676.0
2024-11-18 14:40:11.460,-517.5833333333334,-1858.9166666666667,1839.0833333333333,10676.333333333334
2024-11-18 14:40:11.480,-358.66666666666674,-1854.3333333333333,1820.6666666666667,10676.666666666666
2024-11-18 14:40:11.500,-199.75000000000009,-1849.75,1802.25,10677.0
2024-11-18 14:40:11.520,-40.83333333333343,-1845.1666666666667,1783.8333333333333,10677.333333333334
2024-11-18 14:40:11.540,118.08333333333323,-1840.5833333333333,1765.4166666666667,10677.666666666666
2024-11-18 14:40:11.560,277.0,-1836.0,1747.0,10678.0
2024-11-18 14:40:11.580,263.75,-1660.25,1740.6666666666667,10678.583333333334
2024-11-18 14:40:11.600,250.5,-1484.5,1734.3333333333333,10679.166666666666
2024-11-18 14:40:11.620,237.25,-1308.75,1728.0,10679.75
2024-11-18 14:40:11.640,224.0,-1133.0,1721.6666666666667,10680.333333333334
2024-11-18 14:40:11.660,210.75,-957.25,1715.3333333333333,10680.916666666666
2024-11-18 14:40:11.680,197.5,-781.5,1709.0,10681.5
2024-11-18 14:40:11.700,184.25,-605.75,1702.6666666666667,10682.083333333334
2024-11-18 14:40:11.720,171.0,-430.0,1696.3333333333333,10682.666666666666
2024-11-18 14:40:11.740,157.75,-254.25,1690.0,10683.25
2024-11-18 14:40:11.760,144.5,-78.5,1683.6666666666667,10683.833333333334
2024-11-18 14:40:11.780,131.25,97.25,1677.3333333333333,10684.416666666666
2024-11-18 14:40:11.800,118.0,273.0,1671.0,10685.0
2024-11-18 14:40:11.820,-16.333333333333343,135.13333333333333,1670.7333333333333,10684.833333333334
2024-11-18 14:40:11.840,-150.66666666666669,-2.7333333333333485,1670.4666666666667,10684.666666666666
2024-11-18 14:40:11.860,-285.0,-140.60000000000002,1670.2,10684.5
2024-11-18 14:40:11.880,-419.33333333333337,-278.4666666666667,1669.9333333333334,10684.333333333334
2024-11-18 14:40:11.900,-553.6666666666667,-416.33333333333337,1669.6666666666667,10684.166666666666
2024-11-18 14:40:11.920,-688.0,-554.2,1669.4,10684.0
2024-11-18 14:40:11.940,-822.3333333333334,-692.0666666666667,1669.1333333333334,10683.833333333334
2024-11-18 14:40:11.960,-956.6666666666667,-829.9333333333334,1668.8666666666666,10683.666666666666
2024-11-18 14:40:11.980,-1091.0,-967.8000000000001,1668.6,10683.5
2024-11-18 14:40:12.000,-1225.3333333333335,-1105.6666666666667,1668.3333333333333,10683.333333333334
2024-11-18 14:40:12.020,-1359.6666666666667,-1243.5333333333333,1668.0666666666666,10683.166666666666
2024-11-18 14:40:12.040,-1494.0,-1381.4,1667.8,10683.0
2024-11-18 14:40:12.060,-1628.3333333333335,-1519.2666666666669,1667.5333333333333,10682.916666666666
2024-11-18 14:40:12.080,-1762.6666666666667,-1657.1333333333334,1667.2666666666667,10682.833333333334
2024-11-18 14:40:12.100,-1897.0,-1795.0,1667.0,10682.75
2024-11-18 14:40:12.120,-1672.888888888889,-1563.0,1891.3333333333333,10682.666666666666
2024-11-18 14:40:12.140,-1448.7777777777778,-1331.0,2115.6666666666665,10682.583333333334
2024-11-18 14:40:12.160,-1224.6666666666667,-1099.0,2340.0,10682.5
2024-11-18 14:40:12.180,-1000.5555555555555,-867.0,2564.3333333333335,10682.416666666666
2024-11-18 14:40:12.200,-776.4444444444445,-635.0,2788.6666666666665,10682.333333333334
2024-11-18 14:40:12.220,-552.3333333333333,-403.0,3013.0,10682.25
2024-11-18 14:40:12.240,-328.2222222222222,-171.0,3237.3333333333335,10682.166666666666
2024-11-18 14:40:12.260,-104.11111111111109,61.0,3461.666666666667,10682.083333333334
2024-11-18 14:40:12.280,120.0,293.0,3686.0,10682.0
2024-11-18 14:40:12.300,116.88888888888889,291.1111111111111,3685.777777777778,10682.461538461539
2024-11-18 14:40:12.320,113.77777777777777,289.22222222222223,3685.5555555555557,10682.923076923076
2024-11-18 14:40:12.340,110.66666666666667,287.3333333333333,3685.3333333333335,10683.384615384615
2024-11-18 14:40:12.360,107.55555555555556,285.44444444444446,3685.1111111111113,10683.846153846154
2024-11-18 14:40:12.380,104.44444444444444,283.55555555555554,3684.8888888888887,10684.307692307691
2024-11-18 14:40:12.400,101.33333333333333,281.6666666666667,3684.6666666666665,10684.76923076923
2024-11-18 14:40:12.420,98.22222222222223,279.77777777777777,3684.4444444444443,10685.23076923077
2024-11-18 14:40:12.440,95.11111111111111,277.8888888888889,3684.222222222222,10685.692307692309
2024-11-18 14:40:12.460,92.0,276.0,3684.0,10686.153846153846
2024-11-18 14:40:12.480,88.88888888888889,274.1111111111111,3683.777777777778,10686.615384615385
2024-11-18 14:40:12.500,85.77777777777777,272.22222222222223,3683.5555555555557,10687.076923076924
2024-11-18 14:40:12.520,82.66666666666667,270.3333333333333,3683.3333333333335,10687.538461538461
2024-11-18 14:40:12.540,79.55555555555556,268.44444444444446,3683.1111111111113,10688.0
2024-11-18 14:40:12.560,76.44444444444444,266.55555555555554,3682.8888888888887,10688.384615384615
2024-11-18 14:40:12.580,73.33333333333333,264.6666666666667,3682.6666666666665,10688.76923076923
2024-11-18 14:40:12.600,70.22222222222223,262.77777777777777,3682.4444444444443,10689.153846153846
2024-11-18 14:40:12.620,67.11111111111111,260.8888888888889,3682.222222222222,10689.538461538461
2024-11-18 14:40:12.640,64.0,259.0,3682.0,10689.923076923076
2024-11-18 14:40:12.660,70.875,-6.25,3680.5,10690.307692307691
2024-11-18 14:40:12.680,77.75,-271.5,3679.0,10690.692307692309
2024-11-18 14:40:12.700,84.625,-536.75,3677.5,10691.076923076924
2024-11-18 14:40:12.720,91.5,-802.0,3676.0,10691.461538461539
2024-11-18 14:40:12.740,98.375,-1067.25,3674.5,10691.846153846154
2024-11-18 14:40:12.760,105.25,-1332.5,3673.0,10692.23076923077
2024-11-18 14:40:12.780,112.125,-1597.75,3671.5,10692.615384615385
2024-11-18 14:40:12.800,119.0,-1863.0,3670.0,10693.0
2024-11-18 14:40:12.820,-48.33333333333334,-1680.1666666666667,3505.3333333333335,10692.9
2024-11-18 14:40:12.840,-215.66666666666669,-1497.3333333333333,3340.6666666666665,10692.8
2024-11-18 14:40:12.860,-383.0,-1314.5,3176.0,10692.7
2024-11-18 14:40:12.880,-550.3333333333334,-1131.6666666666665,3011.3333333333335,10692.6
2024-11-18 14:40:12.900,-717.6666666666667,-948.8333333333333,2846.6666666666665,10692.5
2024-11-18 14:40:12.920,-885.0,-766.0,2682.0,10692.4
2024-11-18 14:40:12.940,-1052.3333333333335,-583.1666666666666,2517.3333333333335,10692.3
2024-11-18 14:40:12.960,-1219.6666666666667,-400.33333333333326,2352.666666666667,10692.2
2024-11-18 14:40:12.980,-1387.0,-217.49999999999991,2188.0,10692.1
2024-11-18 14:40:13.000,-1554.3333333333335,-34.66666666666657,2023.3333333333335,10692.0
2024-11-18 14:40:13.020,-1721.6666666666667,148.16666666666677,1858.6666666666667,10691.666666666666
2024-11-18 14:40:13.040,-1889.0,331.0,1694.0,10691.333333333334
2024-11-18 14:40:13.060,-1889.9,324.9,1691.3,10691.0
2024-11-18 14:40:13.080,-1890.8,318.8,1688.6,10690.666666666666
2024-11-18 14:40:13.100,-1891.7,312.7,1685.9,10690.333333333334
2024-11-18 14:40:13.120,-1892.6,306.6,1683.2,10690.0
2024-11-18 14:40:13.140,-1893.5,300.5,1680.5,10689.666666666666
2024-11-18 14:40:13.160,-1894.4,294.4,1677.8,10689.333333333334
2024-11-18 14:40:13.180,-1895.3,288.3,1675.1,10689.0
2024-11-18 14:40:13.200,-1896.2,282.2,1672.4,10688.666666666666
2024-11-18 14:40:13.220,-1897.1,276.1,1669.7,10688.333333333334
2024-11-18 14:40:13.240,-1898.0,270.0,1667.0,10688.0
2024-11-18 14:40:13.260,-1895.0666666666666,130.73333333333332,1667.1333333333334,10688.333333333334
2024-11-18 14:40:13.280,-1892.1333333333334,-8.53333333333336,1667.2666666666667,10688.666666666666
2024-11-18 14:40:13.300,-1889.2,-147.80000000000004,1667.4,10689.0
2024-11-18 14:40:13.320,-1886.2666666666667,-287.0666666666667,1667.5333333333333,10689.333333333334
2024-11-18 14:40:13.340,-1883.3333333333333,-426.33333333333337,1667.6666666666667,10689.666666666666
2024-11-18 14:40:13.360,-1880.4,-565.6000000000001,1667.8,10690.0
2024-11-18 14:40:13.380,-1877.4666666666667,-704.8666666666668,1667.9333333333334,10690.333333333334
2024-11-18 14:40:13.400,-1874.5333333333333,-844.1333333333334,1668.0666666666666,10690.666666666666
2024-11-18 14:40:13.420,-1871.6,-983.4000000000001,1668.2,10691.0
2024-11-18 14:40:13.440,-1868.6666666666667,-1122.6666666666667,1668.3333333333333,10691.333333333334
2024-11-18 14:40:13.460,-1865.7333333333333,-1261.9333333333334,1668.4666666666667,10691.666666666666
2024-11-18 14:40:13.480,-1862.8,-1401.2000000000003,1668.6,10692.0
2024-11-18 14:40:13.500,-1859.8666666666666,-1540.466666666667,1668.7333333333333,10692.333333333334
2024-11-18 14:40:13.520,-1856.9333333333334,-1679.7333333333336,1668.8666666666666,10692.666666666666
2024-11-18 14:40:13.540,-1854.0,-1819.0,1669.0,10693.0
2024-11-18 14:40:13.560,-1854.1666666666667,-1818.7222222222222,1782.2777777777778,10693.0
2024-11-18 14:40:13.580,-1854.3333333333333,-1818.4444444444443,1895.5555555555557,10693.0
2024-11-18 14:40:13.600,-1854.5,-1818.1666666666667,2008.8333333333333,10693.0
2024-11-18 14:40:13.620,-1854.6666666666667,-1817.888888888889,2122.1111111111113,10693.0
2024-11-18 14:40:13.640,-1854.8333333333333,-1817.611111111111,2235.3888888888887,10693.0
2024-11-18 14:40:13.660,-1855.0,-1817.3333333333333,2348.6666666666665,10693.0
2024-11-18 14:40:13.680,-1855.1666666666667,-1817.0555555555557,2461.9444444444443,10693.0
2024-11-18 14:40:13.700,-1855.3333333333333,-1816.7777777777778,2575.222222222222,10693.0
2024-11-18 14:40:13.720,-1855.5,-1816.5,2688.5,10693.0
2024-11-18 14:40:13.740,-1855.6666666666667,-1816.2222222222222,2801.777777777778,10693.0
2024-11-18 14:40:13.760,-1855.8333333333333,-1815.9444444444443,2915.0555555555557,10693.0
2024-11-18 14:40:13.780,-1856.0,-1815.6666666666667,3028.333333333333,10693.0
2024-11-18 14:40:13.800,-1856.1666666666667,-1815.388888888889,3141.611111111111,10693.0
2024-11-18 14:40:13.820,-1856.3333333333333,-1815.111111111111,3254.8888888888887,10693.0
2024-11-18 14:40:13.840,-1856.5,-1814.8333333333333,3368.1666666666665,10693.0
2024-11-18 14:40:13.860,-1856.6666666666667,-1814.5555555555557,3481.4444444444443,10693.0
2024-11-18 14:40:13.880,-1856.8333333333333,-1814.2777777777778,3594.722222222222,10693.0
2024-11-18 14:40:13.900,-1857.0,-1814.0,3708.0,10693.0
2024-11-18 14:40:13.920,-1858.0,-1814.5333333333333,3572.4,10692.8
2024-11-18 14:40:13.940,-1859.0,-1815.0666666666666,3436.8,10692.6
2024-11-18 14:40:13.960,-1860.0,-1815.6,3301.2,10692.4
2024-11-18 14:40:13.980,-1861.0,-1816.1333333333334,3165.6,10692.2
2024-11-18 14:40:14.000,-1862.0,-1816.6666666666667,3030.0,10692.0
2024-11-18 14:40:14.020,-1863.0,-1817.2,2894.4,10691.8
2024-11-18 14:40:14.040,-1864.0,-1817.7333333333333,2758.8,10691.6
2024-11-18 14:40:14.060,-1865.0,-1818.2666666666667,2623.2,10691.4
2024-11-18 14:40:14.080,-1866.0,-1818.8,2487.6,10691.2
2024-11-18 14:40:14.100,-1867.0,-1819.3333333333333,2352.0,10691.0
2024-11-18 14:40:14.120,-1868.0,-1819.8666666666666,2216.4,10690.8
2024-11-18 14:40:14.140,-1869.0,-1820.4,2080.8,10690.6
2024-11-18 14:40:14.160,-1870.0,-1820.9333333333334,1945.2,10690.4
2024-11-18 14:40:14.180,-1871.0,-1821.4666666666667,1809.6000000000001,10690.2
2024-11-18 14:40:14.200,-1872.0,-1822.0,1674.0,10690.0
2024-11-18 14:40:14.220,-1869.2,-1819.4,2080.6,10690.0
2024-11-18 14:40:14.240,-1866.4,-1816.8,2487.2,10690.0
2024-11-18 14:40:14.260,-1863.6,-1814.2,2893.8,10690.0
2024-11-18 14:40:14.280,-1860.8,-1811.6,3300.4,10690.0
2024-11-18 14:40:14.300,-1858.0,-1809.0,3707.0,10690.0
2024-11-18 14:40:14.320,-1860.1,-1599.7,3506.2,10690.0
2024-11-18 14:40:14.340,-1862.2,-1390.4,3305.4,10690.0
2024-11-18 14:40:14.360,-1864.3,-1181.1,3104.6,10690.0
2024-11-18 14:40:14.380,-1866.4,-971.8,2903.8,10690.0
2024-11-18 14:40:14.400,-1868.5,-762.5,2703.0,10690.0
2024-11-18 14:40:14.420,-1870.6,-553.1999999999999,2502.2,10690.0
2024-11-18 14:40:14.440,-1872.7,-343.8999999999999,2301.4,10690.0
2024-11-18 14:40:14.460,-1874.8,-134.5999999999999,2100.6,10690.0
2024-11-18 14:40:14.480,-1876.9,74.7000000000001,1899.8,10690.0
2024-11-18 14:40:14.500,-1879.0,284.0,1699.0,10690.0
2024-11-18 14:40:14.520,-1881.3333333333333,105.41666666666666,1864.1666666666667,10690.166666666666
2024-11-18 14:40:14.540,-1883.6666666666667,-73.16666666666669,2029.3333333333333,10690.333333333334
2024-11-18 14:40:14.560,-1886.0,-251.75000000000003,2194.5,10690.5
2024-11-18 14:40:14.580,-1888.3333333333333,-430.33333333333337,2359.6666666666665,10690.666666666666
2024-11-18 14:40:14.600,-1890.6666666666667,-608.9166666666667,2524.8333333333335,10690.833333333334
2024-11-18 14:40:14.620,-1893.0,-787.5,2690.0,10691.0
2024-11-18 14:40:14.640,-1895.3333333333333,-966.0833333333334,2855.1666666666665,10691.166666666666
2024-11-18 14:40:14.660,-1897.6666666666667,-1144.6666666666667,3020.333333333333,10691.333333333334
2024-11-18 14:40:14.680,-1900.0,-1323.25,3185.5,10691.5
2024-11-18 14:40:14.700,-1902.3333333333333,-1501.8333333333335,3350.6666666666665,10691.666666666666
2024-11-18 14:40:14.720,-1904.6666666666667,-1680.4166666666667,3515.833333333333,10691.833333333334
2024-11-18 14:40:14.740,-1907.0,-1859.0,3681.0,10692.0
2024-11-18 14:40:14.760,-1751.1538461538462,-1857.7692307692307,3680.3846153846152,10692.384615384615
2024-11-18 14:40:14.780,-1595.3076923076924,-1856.5384615384614,3679.769230769231,10692.76923076923
2024-11-18 14:40:14.800,-1439.4615384615386,-1855.3076923076924,3679.153846153846,10693.153846153846
2024-11-18 14:40:14.820,-1283.6153846153848,-1854.076923076923,3678.5384615384614,10693.538461538461
2024-11-18 14:40:14.840,-1127.7692307692307,-1852.8461538461538,3677.923076923077,10693.923076923076
2024-11-18 14:40:14.860,-971.9230769230769,-1851.6153846153845,3677.3076923076924,10694.307692307691
2024-11-18 14:40:14.880,-816.0769230769231,-1850.3846153846155,3676.6923076923076,10694.692307692309
2024-11-18 14:40:14.900,-660.2307692307693,-1849.1538461538462,3676.076923076923,10695.076923076924
2024-11-18 14:40:14.920,-504.3846153846155,-1847.923076923077,3675.4615384615386,10695.461538461539
2024-11-18 14:40:14.940,-348.5384615384616,-1846.6923076923076,3674.846153846154,10695.846153846154
2024-11-18 14:40:14.960,-192.69230769230776,-1845.4615384615386,3674.230769230769,10696.23076923077
2024-11-18 14:40:14.980,-36.846153846153925,-1844.2307692307693,3673.6153846153848,10696.615384615385
2024-11-18 14:40:15.000,119.0,-1843.0,3673.0,10697.0
2024-11-18 14:40:15.020,117.91666666666667,-1842.5833333333333,3673.75,10696.833333333334
2024-11-18 14:40:15.040,116.83333333333333,-1842.1666666666667,3674.5,10696.666666666666
2024-11-18 14:40:15.060,115.75,-1841.75,3675.25,10696.5
2024-11-18 14:40:15.080,114.66666666666667,-1841.3333333333333,3676.0,10696.333333333334
2024-11-18 14:40:15.100,113.58333333333333,-1840.9166666666667,3676.75,10696.166666666666
2024-11-18 14:40:15.120,112.5,-1840.5,3677.5,10696.0
2024-11-18 14:40:15.140,111.41666666666667,-1840.0833333333333,3678.25,10695.833333333334
2024-11-18 14:40:15.160,110.33333333333333,-1839.6666666666667,3679.0,10695.666666666666
2024-11-18 14:40:15.180,109.25,-1839.25,3679.75,10695.5
2024-11-18 14:40:15.200,108.16666666666667,-1838.8333333333333,3680.5,10695.333333333334
2024-11-18 14:40:15.220,107.08333333333333,-1838.4166666666667,3681.25,10695.166666666666
2024-11-18 14:40:15.240,106.0,-1838.0,3682.0,10695.0
2024-11-18 14:40:15.260,106.84615384615384,-1836.3846153846155,3682.0,10694.846153846154
2024-11-18 14:40:15.280,107.6923076923077,-1834.7692307692307,3682.0,10694.692307692309
2024-11-18 14:40:15.300,108.53846153846153,-1833.1538461538462,3682.0,10694.538461538461
2024-11-18 14:40:15.320,109.38461538461539,-1831.5384615384614,3682.0,10694.384615384615
2024-11-18 14:40:15.340,110.23076923076923,-1829.923076923077,3682.0,10694.23076923077
2024-11-18 14:40:15.360,111.07692307692308,-1828.3076923076924,3682.0,10694.076923076924
2024-11-18 14:40:15.380,111.92307692307692,-1826.6923076923076,3682.0,10693.923076923076
2024-11-18 14:40:15.400,112.76923076923077,-1825.076923076923,3682.0,10693.76923076923
2024-11-18 14:40:15.420,113.61538461538461,-1823.4615384615386,3682.0,10693.615384615385
2024-11-18 14:40:15.440,114.46153846153847,-1821.8461538461538,3682.0,10693.461538461539
2024-11-18 14:40:15.460,115.3076923076923,-1820.2307692307693,3682.0,10693.307692307691
2024-11-18 14:40:15.480,116.15384615384616,-1818.6153846153845,3682.0,10693.153846153846
2024-11-18 14:40:15.500,117.0,-1817.0,3682.0,10693.0
2024-11-18 14:40:15.520,116.66666666666667,-1816.8666666666666,3680.733333333333,10693.083333333334
2024-11-18 14:40:15.540,116.33333333333333,-1816.7333333333333,3679.4666666666667,10693.166666666666
2024-11-18 14:40:15.560,116.0,-1816.6,3678.2,10693.25
2024-11-18 14:40:15.580,115.66666666666667,-1816.4666666666667,3676.9333333333334,10693.333333333334
2024-11-18 14:40:15.600,115.33333333333333,-1816.3333333333333,3675.6666666666665,10693.416666666666
2024-11-18 14:40:15.620,115.0,-1816.2,3674.4,10693.5
2024-11-18 14:40:15.640,114.66666666666667,-1816.0666666666666,3673.133333333333,10693.583333333334
2024-11-18 14:40:15.660,114.33333333333333,-1815.9333333333334,3671.866666666667,10693.666666666666
2024-11-18 14:40:15.680,114.0,-1815.8,3670.6,10693.75
2024-11-18 14:40:15.700,113.66666666666667,-1815.6666666666667,3669.3333333333335,10693.833333333334
2024-11-18 14:40:15.720,113.33333333333333,-1815.5333333333333,3668.0666666666666,10693.916666666666
2024-11-18 14:40:15.740,113.0,-1815.4,3666.8,10694.0
2024-11-18 14:40:15.760,112.66666666666667,-1815.2666666666667,3665.5333333333333,10694.076923076924
2024-11-18 14:40:15.780,112.33333333333333,-1815.1333333333334,3664.266666666667,10694.153846153846
2024-11-18 14:40:15.800,112.0,-1815.0,3663.0,10694.23076923077
2024-11-18 14:40:15.820,111.4,-1607.4,3664.6,10694.307692307691
2024-11-18 14:40:15.840,110.8,-1399.8,3666.2,10694.384615384615
2024-11-18 14:40:15.860,110.2,-1192.2,3667.8,10694.461538461539
2024-11-18 14:40:15.880,109.6,-984.6,3669.4,10694.538461538461
2024-11-18 14:40:15.900,109.0,-777.0,3671.0,10694.615384615385
2024-11-18 14:40:15.920,108.4,-569.4000000000001,3672.6,10694.692307692309
2024-11-18 14:40:15.940,107.8,-361.80000000000007,3674.2,10694.76923076923
2024-11-18 14:40:15.960,107.2,-154.20000000000005,3675.8,10694.846153846154
2024-11-18 14:40:15.980,106.6,53.39999999999995,3677.4,10694.923076923076
2024-11-18 14:40:16.000,106.0,261.0,3679.0,10695.0
2024-11-18 14:40:16.020,105.41666666666667,88.83333333333334,3678.9166666666665,10695.416666666666
2024-11-18 14:40:16.040,104.83333333333333,-83.33333333333331,3678.8333333333335,10695.833333333334
2024-11-18 14:40:16.060,104.25,-255.49999999999997,3678.75,10696.25
2024-11-18 14:40:16.080,103.66666666666667,-427.66666666666663,3678.6666666666665,10696.666666666666
2024-11-18 14:40:16.100,103.08333333333333,-599.8333333333333,3678.5833333333335,10697.083333333334
2024-11-18 14:40:16.120,102.5,-772.0,3678.5,10697.5
2024-11-18 14:40:16.140,101.91666666666667,-944.1666666666666,3678.4166666666665,10697.916666666666
2024-11-18 14:40:16.160,101.33333333333333,-1116.3333333333333,3678.3333333333335,10698.333333333334
2024-11-18 14:40:16.180,100.75,-1288.5,3678.25,10698.75
2024-11-18 14:40:16.200,100.16666666666667,-1460.6666666666665,3678.1666666666665,10699.166666666666
2024-11-18 14:40:16.220,99.58333333333333,-1632.8333333333333,3678.0833333333335,10699.583333333334
2024-11-18 14:40:16.240,99.0,-1805.0,3678.0,10700.0
2024-11-18 14:40:16.260,99.0,-1805.0,3678.0,10699.538461538461
2024-11-18 14:40:16.280,99.0,-1805.0,3678.0,10699.076923076924
2024-11-18 14:40:16.300,99.0,-1805.0,3678.0,10698.615384615385
2024-11-18 14:40:16.320,99.0,-1805.0,3678.0,10698.153846153846
2024-11-18 14:40:16.340,99.0,-1805.0,3678.0,10697.692307692309
2024-11-18 14:40:16.360,99.0,-1805.0,3678.0,10697.23076923077
2024-11-18 14:40:16.380,99.0,-1805.0,3678.0,10696.76923076923
2024-11-18 14:40:16.400,99.0,-1805.0,3678.0,10696.307692307691
2024-11-18 14:40:16.420,99.0,-1805.0,3678.0,10695.846153846154
2024-11-18 14:40:16.440,99.0,-1805.0,3678.0,10695.384615384615
2024-11-18 14:40:16.460,99.0,-1805.0,3678.0,10694.923076923076
